Time,emr-worker-100/used,emr-worker-101/used,emr-worker-102/used,emr-worker-103/used,emr-worker-104/used,emr-worker-105/used,emr-worker-106/used,emr-worker-107/used,emr-worker-108/used,emr-worker-109/used,emr-worker-110/used,emr-worker-111/used,emr-worker-112/used,emr-worker-113/used,emr-worker-114/used,emr-worker-115/used,emr-worker-116/used,emr-worker-117/used,emr-worker-118/used,emr-worker-119/used,emr-worker-120/used,emr-worker-121/used,emr-worker-61/used,emr-worker-62/used,emr-worker-63/used,emr-worker-64/used,emr-worker-65/used,emr-worker-66/used,emr-worker-67/used,emr-worker-68/used,emr-worker-69/used,emr-worker-70/used,emr-worker-71/used,emr-worker-72/used,emr-worker-73/used,emr-worker-74/used,emr-worker-75/used,emr-worker-76/used,emr-worker-77/used,emr-worker-78/used,emr-worker-79/used,emr-worker-80/used,emr-worker-81/used,emr-worker-82/used,emr-worker-83/used,emr-worker-84/used,emr-worker-85/used,emr-worker-86/used,emr-worker-87/used,emr-worker-88/used,emr-worker-89/used,emr-worker-90/used,emr-worker-91/used,emr-worker-92/used,emr-worker-93/used,emr-worker-94/used,emr-worker-95/used,emr-worker-96/used,emr-worker-97/used,emr-worker-98/used,emr-worker-99/used,,
13:47:30,2749050880.00 ,2800508928.00 ,2926637056.00 ,2910810112.00 ,3286106112.00 ,2829987840.00 ,2875613184.00 ,3319435264.00 ,2901786624.00 ,3370168320.00 ,3365892096.00 ,2956197888.00 ,2877620224.00 ,3302305792.00 ,2889961472.00 ,3683254272.00 ,8094040064.00 ,3384967168.00 ,2935885824.00 ,2936434688.00 ,2886258688.00 ,3333464064.00 ,2766475264.00 ,3300642816.00 ,3302182912.00 ,3178639360.00 ,3272962048.00 ,2728931328.00 ,3205599232.00 ,3176452096.00 ,6745485312.00 ,2728644608.00 ,3230334976.00 ,3253055488.00 ,2746044416.00 ,3236765696.00 ,3206651904.00 ,3152441344.00 ,2773049344.00 ,3205943296.00 ,2980495360.00 ,3176124416.00 ,2743394304.00 ,2777464832.00 ,3183689728.00 ,2735648768.00 ,3201089536.00 ,3196727296.00 ,3240415232.00 ,3289628672.00 ,3227680768.00 ,3217616896.00 ,3234312192.00 ,3246432256.00 ,3234357248.00 ,2768875520.00 ,2663780352.00 ,6722498560.00 ,3181133824.00 ,3197407232.00 ,7904374784.00 ,,204949835776.00 
13:47:45,2748166144.00 ,2788114432.00 ,2937180160.00 ,2913275904.00 ,3285565440.00 ,2834731008.00 ,2865803264.00 ,3328327680.00 ,2900705280.00 ,3389136896.00 ,3383791616.00 ,2957041664.00 ,2876243968.00 ,3316379648.00 ,2890227712.00 ,3694579712.00 ,8094003200.00 ,3403075584.00 ,2935504896.00 ,2936270848.00 ,2887241728.00 ,3348701184.00 ,2763669504.00 ,3306373120.00 ,3596075008.00 ,4295262208.00 ,3294289920.00 ,2731278336.00 ,3225706496.00 ,3177689088.00 ,6823583744.00 ,2727178240.00 ,3310940160.00 ,3265970176.00 ,2741596160.00 ,3242586112.00 ,3364409344.00 ,3830382592.00 ,2773741568.00 ,3430105088.00 ,2980089856.00 ,3402805248.00 ,2743877632.00 ,2779799552.00 ,4498403328.00 ,2736156672.00 ,3271700480.00 ,4333207552.00 ,3551748096.00 ,3494039552.00 ,3378139136.00 ,3881205760.00 ,3255586816.00 ,3903201280.00 ,3557199872.00 ,2775957504.00 ,2664534016.00 ,6842945536.00 ,3990081536.00 ,3207352320.00 ,7909842944.00 ,,213772779520.00 
13:48:00,2758909952.00 ,2795741184.00 ,2930429952.00 ,2911395840.00 ,3860099072.00 ,2828619776.00 ,2866806784.00 ,7996395520.00 ,2903027712.00 ,7991005184.00 ,7843692544.00 ,2958643200.00 ,2876375040.00 ,7944740864.00 ,2890031104.00 ,8319569920.00 ,8554594304.00 ,8018575360.00 ,2935480320.00 ,2936668160.00 ,2888634368.00 ,7931637760.00 ,2766143488.00 ,7915229184.00 ,8206745600.00 ,8099110912.00 ,7911305216.00 ,2733834240.00 ,7824785408.00 ,3178094592.00 ,8249815040.00 ,2721964032.00 ,8174895104.00 ,7868481536.00 ,2739400704.00 ,7879462912.00 ,8171237376.00 ,8055635968.00 ,2772434944.00 ,8164442112.00 ,2982256640.00 ,8072994816.00 ,2742857728.00 ,2780385280.00 ,8102137856.00 ,2736828416.00 ,8005320704.00 ,8126722048.00 ,8166940672.00 ,8184848384.00 ,7976484864.00 ,8113324032.00 ,7844839424.00 ,8143228928.00 ,8131489792.00 ,2770370560.00 ,2665308160.00 ,8127995904.00 ,8078249984.00 ,7836672000.00 ,8291917824.00 ,,357255266304.00 
13:48:15,2750681088.00 ,2788163584.00 ,2924376064.00 ,2911776768.00 ,4402860032.00 ,2840772608.00 ,2870325248.00 ,8994160640.00 ,2910699520.00 ,8990543872.00 ,8853823488.00 ,2952376320.00 ,2878791680.00 ,8909676544.00 ,2891595776.00 ,9302310912.00 ,8745877504.00 ,8988553216.00 ,2937962496.00 ,2937688064.00 ,2887421952.00 ,8927932416.00 ,2764083200.00 ,8921997312.00 ,8920338432.00 ,8905195520.00 ,8905015296.00 ,2733244416.00 ,8815407104.00 ,3186348032.00 ,8928436224.00 ,2728550400.00 ,8889561088.00 ,8837128192.00 ,2740461568.00 ,8854077440.00 ,8884908032.00 ,8765177856.00 ,2773286912.00 ,8889610240.00 ,2982088704.00 ,8795353088.00 ,2744233984.00 ,2783096832.00 ,8900587520.00 ,2737463296.00 ,8850165760.00 ,8815280128.00 ,8859000832.00 ,8910684160.00 ,8831688704.00 ,8936886272.00 ,8837206016.00 ,8859287552.00 ,8916631552.00 ,2771877888.00 ,2664902656.00 ,8964100096.00 ,8781107200.00 ,8839618560.00 ,8653758464.00 ,,386476216320.00 
13:48:30,2751725568.00 ,2791309312.00 ,2930966528.00 ,2911789056.00 ,6561783808.00 ,2829594624.00 ,2868412416.00 ,9168080896.00 ,2900131840.00 ,9150472192.00 ,9118740480.00 ,2975019008.00 ,2878357504.00 ,9081856000.00 ,2890051584.00 ,9469231104.00 ,9033797632.00 ,9156104192.00 ,2937110528.00 ,2938449920.00 ,2889007104.00 ,9089527808.00 ,2765332480.00 ,9076129792.00 ,9080344576.00 ,8980787200.00 ,9068388352.00 ,2746195968.00 ,8982859776.00 ,3177938944.00 ,9029775360.00 ,2728136704.00 ,9065414656.00 ,9017331712.00 ,2739118080.00 ,9015750656.00 ,9038016512.00 ,8912478208.00 ,2773037056.00 ,9035792384.00 ,2981056512.00 ,8947343360.00 ,2746200064.00 ,2781089792.00 ,8973250560.00 ,2734702592.00 ,9002901504.00 ,8979062784.00 ,9024049152.00 ,9063084032.00 ,8919642112.00 ,9008357376.00 ,8995737600.00 ,9010126848.00 ,9000132608.00 ,2771902464.00 ,2662318080.00 ,9053646848.00 ,8937410560.00 ,8999776256.00 ,8983580672.00 ,,394129719296.00 
13:48:45,2750652416.00 ,2787827712.00 ,2931077120.00 ,2911600640.00 ,6810583040.00 ,2830426112.00 ,2864328704.00 ,9183989760.00 ,2899189760.00 ,9171030016.00 ,9136353280.00 ,2959392768.00 ,2878115840.00 ,9094541312.00 ,2889322496.00 ,9480056832.00 ,9205440512.00 ,9168437248.00 ,2946981888.00 ,2932830208.00 ,2887966720.00 ,9116786688.00 ,2763923456.00 ,9087037440.00 ,9090023424.00 ,9006182400.00 ,9052921856.00 ,2734247936.00 ,9005019136.00 ,3177590784.00 ,9057579008.00 ,2726301696.00 ,9084116992.00 ,9038438400.00 ,2740060160.00 ,9024659456.00 ,9040646144.00 ,8944144384.00 ,2772344832.00 ,9061277696.00 ,2980900864.00 ,8958480384.00 ,2745286656.00 ,2784870400.00 ,8992821248.00 ,2736603136.00 ,9011675136.00 ,8986628096.00 ,9051455488.00 ,9093636096.00 ,8948023296.00 ,9024024576.00 ,9005080576.00 ,9055731712.00 ,9023242240.00 ,2770505728.00 ,2663706624.00 ,9088798720.00 ,8979632128.00 ,9031286784.00 ,8985485312.00 ,,395161321472.00 
13:49:00,2751750144.00 ,2795393024.00 ,2929590272.00 ,2913808384.00 ,6924410880.00 ,2832887808.00 ,2865008640.00 ,9177739264.00 ,2900516864.00 ,9180082176.00 ,9155727360.00 ,2960736256.00 ,2878828544.00 ,9112285184.00 ,2888376320.00 ,9511829504.00 ,9203724288.00 ,9199403008.00 ,2933211136.00 ,2938744832.00 ,2887327744.00 ,9116491776.00 ,2763833344.00 ,9110978560.00 ,9111379968.00 ,9007329280.00 ,9076805632.00 ,2735185920.00 ,9010946048.00 ,3177177088.00 ,9060913152.00 ,2728812544.00 ,9083539456.00 ,9043390464.00 ,2739052544.00 ,9052291072.00 ,9076916224.00 ,8946884608.00 ,2771832832.00 ,9060196352.00 ,2981683200.00 ,8980332544.00 ,2755870720.00 ,2783690752.00 ,8992788480.00 ,2736963584.00 ,9033801728.00 ,9009717248.00 ,9053167616.00 ,9096830976.00 ,8949678080.00 ,9022234624.00 ,9020878848.00 ,9041965056.00 ,9022791680.00 ,2772426752.00 ,2665242624.00 ,9089847296.00 ,8976080896.00 ,9030602752.00 ,9043542016.00 ,,395675475968.00 
13:49:15,2751197184.00 ,2787033088.00 ,2928046080.00 ,2917949440.00 ,7878701056.00 ,2842996736.00 ,2869903360.00 ,9183444992.00 ,2897580032.00 ,9185624064.00 ,9151774720.00 ,2951409664.00 ,2881126400.00 ,9108340736.00 ,2890354688.00 ,9501384704.00 ,9206865920.00 ,9188646912.00 ,2933088256.00 ,2937008128.00 ,2887467008.00 ,9119703040.00 ,2765058048.00 ,9105321984.00 ,9112748032.00 ,9018978304.00 ,9073684480.00 ,2731302912.00 ,9009381376.00 ,3178242048.00 ,9056587776.00 ,2731159552.00 ,9096126464.00 ,9037238272.00 ,2740080640.00 ,9053790208.00 ,9065848832.00 ,8949014528.00 ,2780524544.00 ,9094455296.00 ,2979856384.00 ,8982482944.00 ,2748862464.00 ,2784391168.00 ,8988504064.00 ,2737135616.00 ,9027932160.00 ,9006534656.00 ,9047973888.00 ,9108770816.00 ,8946827264.00 ,9029050368.00 ,9033424896.00 ,9043501056.00 ,9027817472.00 ,2773442560.00 ,2665840640.00 ,9090076672.00 ,8980299776.00 ,9036316672.00 ,9047560192.00 ,,396685791232.00 
13:49:30,2745036800.00 ,2792173568.00 ,2931052544.00 ,2912841728.00 ,2896084992.00 ,2835591168.00 ,2865512448.00 ,2883260416.00 ,2897321984.00 ,2924920832.00 ,2921828352.00 ,2955390976.00 ,2887286784.00 ,2853109760.00 ,2890297344.00 ,3231494144.00 ,2868207616.00 ,2944843776.00 ,2932158464.00 ,2937749504.00 ,2901049344.00 ,2863976448.00 ,2760777728.00 ,2838315008.00 ,2838781952.00 ,2704306176.00 ,2830323712.00 ,2728382464.00 ,2733686784.00 ,3178319872.00 ,2716635136.00 ,2731515904.00 ,2756845568.00 ,2790371328.00 ,2735013888.00 ,2780008448.00 ,2759946240.00 ,2697629696.00 ,2772815872.00 ,2767597568.00 ,2980048896.00 ,2714050560.00 ,2735353856.00 ,2779889664.00 ,2721054720.00 ,2731048960.00 ,2739605504.00 ,2720813056.00 ,2802102272.00 ,2831536128.00 ,2785828864.00 ,2754568192.00 ,2774433792.00 ,2788974592.00 ,2754969600.00 ,2765598720.00 ,2663677952.00 ,2751901696.00 ,2721140736.00 ,2729996288.00 ,2712346624.00 ,,171951403008.00 
13:49:45,2740936704.00 ,2789842944.00 ,2932416512.00 ,2915127296.00 ,2894487552.00 ,2844377088.00 ,2866147328.00 ,2881527808.00 ,2900369408.00 ,2924597248.00 ,2916954112.00 ,2954448896.00 ,2879729664.00 ,2853171200.00 ,2889707520.00 ,3228008448.00 ,2868817920.00 ,2943672320.00 ,2933661696.00 ,2945499136.00 ,2882936832.00 ,2855354368.00 ,2759696384.00 ,2834038784.00 ,2836852736.00 ,2703183872.00 ,2831970304.00 ,2729762816.00 ,2736226304.00 ,3176816640.00 ,2715926528.00 ,2731008000.00 ,2753921024.00 ,2784759808.00 ,2732679168.00 ,2775748608.00 ,2757091328.00 ,2696953856.00 ,2771886080.00 ,2769620992.00 ,2979827712.00 ,2711461888.00 ,2737483776.00 ,2782388224.00 ,2728185856.00 ,2737803264.00 ,2737229824.00 ,2718838784.00 ,2798526464.00 ,2825658368.00 ,2781220864.00 ,2755035136.00 ,2772295680.00 ,2787262464.00 ,2751946752.00 ,2765500416.00 ,2674356224.00 ,2748583936.00 ,2721710080.00 ,2730217472.00 ,2711871488.00 ,,171897339904.00 
13:50:00,2743214080.00 ,2797084672.00 ,2931482624.00 ,2915082240.00 ,2893000704.00 ,2833567744.00 ,2865270784.00 ,2881847296.00 ,2900987904.00 ,2924539904.00 ,2916577280.00 ,2953150464.00 ,2879168512.00 ,2868015104.00 ,2889625600.00 ,3229048832.00 ,2868334592.00 ,2943119360.00 ,2933022720.00 ,2946416640.00 ,2881286144.00 ,2854768640.00 ,2757697536.00 ,2835984384.00 ,2836815872.00 ,2701885440.00 ,2829668352.00 ,2730487808.00 ,2735755264.00 ,3174461440.00 ,2716434432.00 ,2729668608.00 ,2752659456.00 ,2783952896.00 ,2734178304.00 ,2776535040.00 ,2757533696.00 ,2696282112.00 ,2772389888.00 ,2756923392.00 ,2981822464.00 ,2710962176.00 ,2736283648.00 ,2781343744.00 ,2730926080.00 ,2731171840.00 ,2737356800.00 ,2725388288.00 ,2800558080.00 ,2825285632.00 ,2782154752.00 ,2754289664.00 ,2771275776.00 ,2787270656.00 ,2752282624.00 ,2765197312.00 ,2664488960.00 ,2748243968.00 ,2718461952.00 ,2744373248.00 ,2718109696.00 ,,171895173120.00 
13:50:15,2744074240.00 ,2799796224.00 ,2930311168.00 ,2914832384.00 ,2898309120.00 ,2845040640.00 ,2879475712.00 ,2881183744.00 ,2896359424.00 ,2924048384.00 ,2914418688.00 ,2949324800.00 ,2879664128.00 ,2851700736.00 ,2890170368.00 ,3227463680.00 ,2868600832.00 ,2940964864.00 ,2930683904.00 ,2946019328.00 ,2881093632.00 ,2856763392.00 ,2760622080.00 ,2836221952.00 ,2837090304.00 ,2702323712.00 ,2830454784.00 ,2728308736.00 ,2737639424.00 ,3178655744.00 ,2715971584.00 ,2731184128.00 ,2752651264.00 ,2785370112.00 ,2737246208.00 ,2780639232.00 ,2756902912.00 ,2697990144.00 ,2774716416.00 ,2758750208.00 ,2980061184.00 ,2712502272.00 ,2736173056.00 ,2781179904.00 ,2731458560.00 ,2732265472.00 ,2737782784.00 ,2725793792.00 ,2807590912.00 ,2827132928.00 ,2782629888.00 ,2752651264.00 ,2771898368.00 ,2788990976.00 ,2753482752.00 ,2763337728.00 ,2666135552.00 ,2748305408.00 ,2722639872.00 ,2732064768.00 ,2713071616.00 ,,171920187392.00 
13:50:30,2744242176.00 ,2796396544.00 ,2937257984.00 ,2914676736.00 ,2899128320.00 ,2825478144.00 ,2865745920.00 ,2882916352.00 ,2899570688.00 ,2926346240.00 ,2918076416.00 ,2946949120.00 ,2879815680.00 ,2853359616.00 ,2892107776.00 ,3230633984.00 ,2868121600.00 ,2943455232.00 ,2931183616.00 ,2947002368.00 ,2880888832.00 ,2854408192.00 ,2761293824.00 ,2834575360.00 ,2833838080.00 ,2701107200.00 ,2830766080.00 ,2727456768.00 ,2734628864.00 ,3178299392.00 ,2716143616.00 ,2732048384.00 ,2755379200.00 ,2784632832.00 ,2735845376.00 ,2780114944.00 ,2757541888.00 ,2694340608.00 ,2772049920.00 ,2768523264.00 ,2976550912.00 ,2712838144.00 ,2732703744.00 ,2778693632.00 ,2727239680.00 ,2727915520.00 ,2737082368.00 ,2721603584.00 ,2800164864.00 ,2829443072.00 ,2786516992.00 ,2748743680.00 ,2773078016.00 ,2788548608.00 ,2752442368.00 ,2764910592.00 ,2665316352.00 ,2748923904.00 ,2722988032.00 ,2733223936.00 ,2713550848.00 ,,171878825984.00 
13:50:45,2764304384.00 ,2793586688.00 ,2934206464.00 ,2917965824.00 ,2895892480.00 ,2831486976.00 ,2867449856.00 ,2880851968.00 ,2898702336.00 ,2926731264.00 ,2917728256.00 ,2947248128.00 ,2880147456.00 ,2849370112.00 ,2893987840.00 ,3230457856.00 ,2863669248.00 ,2936369152.00 ,2934243328.00 ,2940010496.00 ,2881998848.00 ,2853990400.00 ,2758295552.00 ,2831872000.00 ,2849165312.00 ,2699534336.00 ,2828554240.00 ,2728529920.00 ,2735173632.00 ,3176329216.00 ,2716975104.00 ,2746036224.00 ,2752233472.00 ,2783141888.00 ,2733969408.00 ,2778112000.00 ,2752110592.00 ,2696237056.00 ,2769682432.00 ,2758070272.00 ,2977939456.00 ,2707886080.00 ,2735284224.00 ,2783313920.00 ,2727301120.00 ,2727669760.00 ,2734956544.00 ,2724540416.00 ,2796388352.00 ,2824863744.00 ,2778873856.00 ,2751614976.00 ,2774228992.00 ,2785169408.00 ,2751201280.00 ,2762412032.00 ,2665349120.00 ,2751557632.00 ,2719932416.00 ,2730147840.00 ,2710855680.00 ,,171855908864.00 
13:51:00,2751184896.00 ,2800910336.00 ,2933403648.00 ,2915532800.00 ,2897059840.00 ,2824196096.00 ,2868617216.00 ,2882142208.00 ,2910642176.00 ,2926727168.00 ,2920480768.00 ,2950664192.00 ,2880905216.00 ,2848690176.00 ,2892886016.00 ,3231043584.00 ,2863005696.00 ,2937004032.00 ,2933002240.00 ,2940203008.00 ,2882121728.00 ,2854608896.00 ,2757218304.00 ,2840793088.00 ,2834128896.00 ,2700398592.00 ,2827284480.00 ,2728013824.00 ,2735939584.00 ,3184861184.00 ,2715721728.00 ,2731655168.00 ,2751983616.00 ,2783109120.00 ,2737545216.00 ,2776645632.00 ,2750464000.00 ,2709061632.00 ,2772144128.00 ,2751303680.00 ,2977558528.00 ,2706907136.00 ,2734477312.00 ,2782859264.00 ,2729832448.00 ,2729320448.00 ,2733891584.00 ,2724421632.00 ,2799026176.00 ,2823495680.00 ,2779279360.00 ,2757218304.00 ,2770653184.00 ,2784116736.00 ,2753511424.00 ,2762301440.00 ,2670821376.00 ,2752856064.00 ,2714898432.00 ,2728562688.00 ,2707496960.00 ,,171856809984.00 
13:51:15,2751455232.00 ,2802008064.00 ,2925494272.00 ,2906918912.00 ,2895056896.00 ,2837688320.00 ,2861682688.00 ,2877628416.00 ,2890506240.00 ,2921119744.00 ,2909446144.00 ,2945150976.00 ,2876162048.00 ,2848821248.00 ,2884534272.00 ,3218821120.00 ,2874490880.00 ,2934996992.00 ,2927611904.00 ,2941984768.00 ,2873831424.00 ,2850091008.00 ,2765107200.00 ,2834677760.00 ,2839961600.00 ,2703204352.00 ,2827608064.00 ,2730917888.00 ,2735034368.00 ,3181760512.00 ,2719158272.00 ,2732654592.00 ,2752487424.00 ,2783862784.00 ,2737065984.00 ,2779078656.00 ,2755375104.00 ,2696855552.00 ,2774474752.00 ,2758479872.00 ,2980573184.00 ,2708815872.00 ,2735976448.00 ,2789785600.00 ,2730618880.00 ,2734579712.00 ,2735382528.00 ,2728009728.00 ,2798837760.00 ,2825220096.00 ,2782920704.00 ,2753785856.00 ,2771918848.00 ,2788450304.00 ,2749116416.00 ,2765991936.00 ,2671583232.00 ,2755756032.00 ,2718572544.00 ,2730942464.00 ,2717032448.00 ,,171837136896.00 
13:51:30,2750205952.00 ,2803339264.00 ,2926559232.00 ,2910121984.00 ,2894278656.00 ,2835656704.00 ,2862751744.00 ,2875027456.00 ,2892877824.00 ,2917437440.00 ,2913349632.00 ,2949910528.00 ,2876047360.00 ,2847682560.00 ,2884292608.00 ,3224367104.00 ,2861776896.00 ,2934345728.00 ,2934009856.00 ,2940583936.00 ,2875854848.00 ,2849374208.00 ,2759790592.00 ,2833227776.00 ,2841632768.00 ,2699784192.00 ,2825416704.00 ,2727174144.00 ,2750959616.00 ,3181604864.00 ,2719072256.00 ,2731970560.00 ,2756976640.00 ,2784190464.00 ,2738151424.00 ,2781655040.00 ,2755964928.00 ,2694156288.00 ,2772324352.00 ,2759196672.00 ,2982539264.00 ,2707316736.00 ,2739232768.00 ,2788495360.00 ,2727497728.00 ,2730885120.00 ,2735149056.00 ,2725527552.00 ,2797748224.00 ,2826375168.00 ,2784145408.00 ,2751651840.00 ,2772086784.00 ,2799968256.00 ,2759778304.00 ,2763272192.00 ,2667122688.00 ,2753818624.00 ,2718519296.00 ,2730991616.00 ,2718507008.00 ,,171853729792.00 
13:51:45,2748739584.00 ,2801328128.00 ,2926149632.00 ,2907947008.00 ,2904711168.00 ,2828722176.00 ,2860138496.00 ,2874216448.00 ,2892644352.00 ,2918256640.00 ,2911637504.00 ,2949300224.00 ,2876620800.00 ,2849587200.00 ,2884861952.00 ,3223216128.00 ,2861678592.00 ,2943414272.00 ,2927448064.00 ,2940682240.00 ,2874470400.00 ,2846887936.00 ,2760773632.00 ,2832216064.00 ,2841948160.00 ,2702561280.00 ,2828025856.00 ,2731597824.00 ,2741776384.00 ,3179175936.00 ,2719481856.00 ,2732904448.00 ,2754850816.00 ,2783985664.00 ,2738683904.00 ,2781360128.00 ,2765656064.00 ,2694782976.00 ,2769473536.00 ,2757369856.00 ,2983464960.00 ,2708819968.00 ,2749210624.00 ,2795794432.00 ,2736005120.00 ,2732081152.00 ,2736148480.00 ,2729201664.00 ,2797940736.00 ,2829144064.00 ,2783084544.00 ,2754859008.00 ,2770350080.00 ,2787057664.00 ,2760839168.00 ,2766282752.00 ,2672476160.00 ,2754625536.00 ,2722025472.00 ,2732326912.00 ,2716925952.00 ,,171887947776.00 
13:52:00,2750160896.00 ,2808692736.00 ,2926141440.00 ,2908258304.00 ,2893701120.00 ,2823487488.00 ,2861780992.00 ,2872791040.00 ,2892480512.00 ,2917814272.00 ,2912759808.00 ,2954969088.00 ,2877014016.00 ,2848317440.00 ,2885304320.00 ,3226046464.00 ,2863546368.00 ,2935717888.00 ,2929631232.00 ,2941964288.00 ,2878029824.00 ,2847793152.00 ,2760482816.00 ,2833195008.00 ,2842742784.00 ,2701705216.00 ,2827284480.00 ,2728267776.00 ,2742173696.00 ,3182235648.00 ,2720985088.00 ,2728943616.00 ,2762706944.00 ,2793758720.00 ,2741272576.00 ,2788130816.00 ,2755084288.00 ,2694877184.00 ,2778644480.00 ,2755547136.00 ,2991747072.00 ,2708037632.00 ,2741415936.00 ,2794463232.00 ,2734227456.00 ,2730221568.00 ,2740232192.00 ,2728022016.00 ,2798870528.00 ,2836946944.00 ,2783944704.00 ,2753130496.00 ,2779295744.00 ,2787844096.00 ,2759102464.00 ,2766065664.00 ,2685108224.00 ,2754940928.00 ,2729771008.00 ,2730532864.00 ,2715324416.00 ,,171943686144.00 
13:52:15,2750296064.00 ,2801311744.00 ,3296165888.00 ,2907680768.00 ,3243511808.00 ,2834935808.00 ,3191070720.00 ,3208937472.00 ,2889547776.00 ,3248156672.00 ,2908700672.00 ,2947624960.00 ,2886885376.00 ,3180257280.00 ,2886467584.00 ,3222982656.00 ,3212296192.00 ,3266854912.00 ,2929184768.00 ,2942939136.00 ,2886086656.00 ,3202609152.00 ,3092762624.00 ,2835415040.00 ,2843602944.00 ,3076247552.00 ,2829168640.00 ,3022192640.00 ,3077988352.00 ,3519635456.00 ,3094601728.00 ,3064139776.00 ,3086499840.00 ,3114610688.00 ,2739589120.00 ,3110793216.00 ,3103473664.00 ,3071266816.00 ,2781155328.00 ,3104428032.00 ,3361640448.00 ,3057860608.00 ,2742337536.00 ,3128770560.00 ,3107508224.00 ,2733109248.00 ,3074293760.00 ,2728296448.00 ,3162746880.00 ,3183366144.00 ,3119079424.00 ,3127705600.00 ,3106078720.00 ,3163795456.00 ,3134308352.00 ,2771509248.00 ,3037048832.00 ,3128307712.00 ,3092688896.00 ,3066806272.00 ,3050188800.00 ,,185489522688.00 
13:52:30,2750373888.00 ,2808590336.00 ,3356966912.00 ,2910392320.00 ,3292672000.00 ,2822426624.00 ,3280519168.00 ,8044756992.00 ,2890199040.00 ,3329167360.00 ,2910363648.00 ,2953388032.00 ,2877280256.00 ,8039284736.00 ,2885754880.00 ,3224391680.00 ,3264888832.00 ,3348348928.00 ,2929610752.00 ,2938744832.00 ,2875367424.00 ,3276390400.00 ,3201146880.00 ,2836217856.00 ,2841477120.00 ,3146223616.00 ,2827366400.00 ,3020771328.00 ,3177926656.00 ,3617730560.00 ,3153293312.00 ,3163770880.00 ,3194036224.00 ,7963054080.00 ,2739789824.00 ,3197751296.00 ,3187879936.00 ,3134259200.00 ,2781253632.00 ,6830850048.00 ,3421970432.00 ,3130224640.00 ,2740322304.00 ,3218812928.00 ,3160485888.00 ,2742603776.00 ,3193561088.00 ,2724261888.00 ,3226636288.00 ,3255144448.00 ,3220996096.00 ,3187539968.00 ,3203682304.00 ,3222274048.00 ,3204710400.00 ,2772025344.00 ,3095175168.00 ,6721519616.00 ,3168403456.00 ,3161874432.00 ,3148197888.00 ,,209945100288.00 
13:52:45,2749276160.00 ,2803093504.00 ,3354374144.00 ,2909106176.00 ,3341459456.00 ,2834931712.00 ,3297857536.00 ,8051245056.00 ,2893271040.00 ,3346096128.00 ,2910543872.00 ,2951135232.00 ,2875179008.00 ,8077058048.00 ,2887364608.00 ,3225911296.00 ,3289477120.00 ,3368198144.00 ,2937724928.00 ,2939121664.00 ,2875781120.00 ,3313754112.00 ,3221188608.00 ,2832048128.00 ,2841894912.00 ,3164483584.00 ,2829893632.00 ,3025833984.00 ,3201351680.00 ,3637153792.00 ,3171573760.00 ,3184586752.00 ,3219808256.00 ,7992324096.00 ,2739896320.00 ,3216637952.00 ,3221274624.00 ,3148640256.00 ,2781097984.00 ,6829101056.00 ,3449745408.00 ,3160899584.00 ,2742673408.00 ,3238703104.00 ,3190005760.00 ,2733187072.00 ,3215917056.00 ,2728841216.00 ,3244445696.00 ,3272261632.00 ,3225468928.00 ,3213094912.00 ,3233972224.00 ,3260444672.00 ,3225296896.00 ,2771439616.00 ,3101986816.00 ,6717648896.00 ,3196121088.00 ,3188150272.00 ,3172601856.00 ,,210773655552.00 
13:53:00,2753753088.00 ,2816098304.00 ,3359248384.00 ,2909896704.00 ,3355504640.00 ,2823479296.00 ,3305295872.00 ,8044306432.00 ,2892644352.00 ,3356594176.00 ,2912002048.00 ,2952417280.00 ,2876780544.00 ,8061317120.00 ,2885525504.00 ,3226656768.00 ,3307261952.00 ,3377201152.00 ,2940108800.00 ,2957680640.00 ,2875604992.00 ,3334438912.00 ,3229761536.00 ,2833887232.00 ,2842234880.00 ,3170164736.00 ,2832744448.00 ,3026796544.00 ,3210719232.00 ,3654275072.00 ,3242770432.00 ,3186339840.00 ,3232317440.00 ,8018145280.00 ,2746552320.00 ,3218272256.00 ,3234660352.00 ,3167846400.00 ,2781564928.00 ,6826373120.00 ,3519590400.00 ,3172380672.00 ,2745004032.00 ,3252396032.00 ,3209359360.00 ,2734366720.00 ,3225067520.00 ,2739134464.00 ,3259424768.00 ,3283496960.00 ,3232542720.00 ,3230142464.00 ,3250020352.00 ,3271454720.00 ,3246665728.00 ,2770051072.00 ,3104522240.00 ,6768521216.00 ,3206406144.00 ,3194236928.00 ,3180412928.00 ,,211374440448.00 
