Time,emr-header-1/used,emr-worker-1/used,emr-worker-10/used,emr-worker-11/used,emr-worker-12/used,emr-worker-13/used,emr-worker-14/used,emr-worker-15/used,emr-worker-16/used,emr-worker-17/used,emr-worker-18/used,emr-worker-19/used,emr-worker-2/used,emr-worker-20/used,emr-worker-21/used,emr-worker-22/used,emr-worker-23/used,emr-worker-24/used,emr-worker-25/used,emr-worker-26/used,emr-worker-27/used,emr-worker-28/used,emr-worker-29/used,emr-worker-3/used,emr-worker-30/used,emr-worker-31/used,emr-worker-32/used,emr-worker-33/used,emr-worker-34/used,emr-worker-35/used,emr-worker-36/used,emr-worker-37/used,emr-worker-38/used,emr-worker-39/used,emr-worker-4/used,emr-worker-40/used,emr-worker-41/used,emr-worker-42/used,emr-worker-43/used,emr-worker-44/used,emr-worker-45/used,emr-worker-46/used,emr-worker-47/used,emr-worker-48/used,emr-worker-49/used,emr-worker-5/used,emr-worker-50/used,emr-worker-51/used,emr-worker-52/used,emr-worker-53/used,emr-worker-54/used,emr-worker-55/used,emr-worker-56/used,emr-worker-57/used,emr-worker-58/used,emr-worker-59/used,emr-worker-6/used,emr-worker-60/used,emr-worker-7/used,emr-worker-8/used,emr-worker-9/used,,,,,,
13:50:00,9722712064.00 ,2942939136.00 ,2753368064.00 ,2789810176.00 ,2727337984.00 ,2758520832.00 ,2779045888.00 ,2772451328.00 ,2759200768.00 ,2705641472.00 ,2719006720.00 ,2708201472.00 ,2644926464.00 ,2734219264.00 ,2735398912.00 ,2774282240.00 ,2813231104.00 ,2736201728.00 ,2667810816.00 ,2761887744.00 ,2751414272.00 ,2756771840.00 ,2784116736.00 ,2783952896.00 ,2757730304.00 ,2750234624.00 ,2811375616.00 ,2756706304.00 ,2683326464.00 ,2757505024.00 ,2753384448.00 ,2780626944.00 ,2740736000.00 ,2723246080.00 ,2586718208.00 ,2778800128.00 ,2773848064.00 ,2771881984.00 ,2799689728.00 ,2748063744.00 ,2807603200.00 ,2591813632.00 ,2760466432.00 ,2770669568.00 ,2589163520.00 ,2760966144.00 ,2578808832.00 ,2792423424.00 ,2516312064.00 ,2722795520.00 ,2880106496.00 ,2773135360.00 ,2776932352.00 ,2816962560.00 ,2741452800.00 ,2757373952.00 ,2764148736.00 ,2729799680.00 ,2773184512.00 ,2832666624.00 ,2674028544.00 ,,174467137536.00 ,,,,
13:50:15,9714032640.00 ,2934730752.00 ,2753789952.00 ,2786160640.00 ,2726932480.00 ,2760048640.00 ,2778132480.00 ,2772385792.00 ,2762665984.00 ,2707562496.00 ,2721443840.00 ,2723299328.00 ,2629971968.00 ,2734845952.00 ,2737713152.00 ,2778259456.00 ,2811236352.00 ,2736435200.00 ,2669150208.00 ,2759376896.00 ,2748948480.00 ,2759749632.00 ,2782380032.00 ,2782470144.00 ,2759774208.00 ,2751627264.00 ,2809118720.00 ,2757480448.00 ,2687709184.00 ,2759507968.00 ,2751913984.00 ,2780573696.00 ,2741510144.00 ,2724335616.00 ,2587893760.00 ,2777767936.00 ,2775912448.00 ,2770014208.00 ,2799529984.00 ,2748973056.00 ,2807762944.00 ,2596462592.00 ,2757603328.00 ,2767294464.00 ,2592600064.00 ,2760871936.00 ,2580705280.00 ,2793017344.00 ,2517045248.00 ,2711953408.00 ,2878283776.00 ,2772254720.00 ,2777354240.00 ,2819280896.00 ,2740137984.00 ,2756988928.00 ,2765598720.00 ,2731536384.00 ,2774343680.00 ,2835333120.00 ,2677739520.00 ,,174469533696.00 ,,,,
13:50:30,9855434752.00 ,2922242048.00 ,2751070208.00 ,2783920128.00 ,2723913728.00 ,2758905856.00 ,2778447872.00 ,2789486592.00 ,2761613312.00 ,2704785408.00 ,2720342016.00 ,2708176896.00 ,2628804608.00 ,2753392640.00 ,2734948352.00 ,2769633280.00 ,2809491456.00 ,2737954816.00 ,2664894464.00 ,2760581120.00 ,2748542976.00 ,2760347648.00 ,2782625792.00 ,2779119616.00 ,2755469312.00 ,2752241664.00 ,2810236928.00 ,2754572288.00 ,2686099456.00 ,2758148096.00 ,2750349312.00 ,2778374144.00 ,2735443968.00 ,2724040704.00 ,2578112512.00 ,2775670784.00 ,2780553216.00 ,2766090240.00 ,2801205248.00 ,2744414208.00 ,2808123392.00 ,2594754560.00 ,2751447040.00 ,2763014144.00 ,2592751616.00 ,2759000064.00 ,2576244736.00 ,2799820800.00 ,2516959232.00 ,2706522112.00 ,2875310080.00 ,2774405120.00 ,2777989120.00 ,2819186688.00 ,2741669888.00 ,2758832128.00 ,2765852672.00 ,2730049536.00 ,2782777344.00 ,2835935232.00 ,2677895168.00 ,,174548238336.00 ,,,,
13:50:45,9729437696.00 ,2937573376.00 ,2753425408.00 ,2788274176.00 ,2732466176.00 ,2760028160.00 ,2779762688.00 ,2779688960.00 ,2761871360.00 ,2706124800.00 ,2719010816.00 ,2708865024.00 ,2629124096.00 ,2748702720.00 ,2734391296.00 ,2774974464.00 ,2821906432.00 ,2736963584.00 ,2666311680.00 ,2767675392.00 ,2746077184.00 ,2762002432.00 ,2789265408.00 ,2779680768.00 ,2756403200.00 ,2751672320.00 ,2811187200.00 ,2756698112.00 ,2685022208.00 ,2758438912.00 ,2750844928.00 ,2779385856.00 ,2734198784.00 ,2721656832.00 ,2583687168.00 ,2778038272.00 ,2773049344.00 ,2769330176.00 ,2797162496.00 ,2747604992.00 ,2809462784.00 ,2596581376.00 ,2754113536.00 ,2765955072.00 ,2587987968.00 ,2760310784.00 ,2580910080.00 ,2797711360.00 ,2515394560.00 ,2709798912.00 ,2877747200.00 ,2772869120.00 ,2774585344.00 ,2818752512.00 ,2744688640.00 ,2758410240.00 ,2764931072.00 ,2727280640.00 ,2774847488.00 ,2836930560.00 ,2678657024.00 ,,174475911168.00 ,,,,
13:51:00,9737105408.00 ,2942418944.00 ,2762305536.00 ,2787237888.00 ,2727555072.00 ,2759913472.00 ,2780860416.00 ,2778378240.00 ,2759872512.00 ,2705281024.00 ,2720124928.00 ,2708459520.00 ,2635845632.00 ,2734759936.00 ,2744516608.00 ,2773614592.00 ,2813063168.00 ,2733944832.00 ,2670153728.00 ,2758062080.00 ,2746109952.00 ,2756734976.00 ,2780975104.00 ,2785804288.00 ,2755870720.00 ,2750193664.00 ,2813628416.00 ,2768474112.00 ,2681909248.00 ,2754039808.00 ,2749218816.00 ,2777022464.00 ,2736697344.00 ,2723246080.00 ,2584244224.00 ,2778599424.00 ,2771607552.00 ,2784714752.00 ,2805751808.00 ,2748006400.00 ,2817732608.00 ,2593222656.00 ,2753560576.00 ,2765578240.00 ,2588823552.00 ,2757840896.00 ,2579701760.00 ,2796752896.00 ,2517868544.00 ,2708017152.00 ,2879107072.00 ,2773483520.00 ,2773594112.00 ,2827472896.00 ,2741960704.00 ,2755887104.00 ,2763448320.00 ,2727034880.00 ,2770075648.00 ,2833756160.00 ,2675961856.00 ,,174487203840.00 ,,,,
13:51:15,9731035136.00 ,2919137280.00 ,2769399808.00 ,2786471936.00 ,2730164224.00 ,2760359936.00 ,2780921856.00 ,2782908416.00 ,2761375744.00 ,2708283392.00 ,2719223808.00 ,2711572480.00 ,2635599872.00 ,2738597888.00 ,2745884672.00 ,2775412736.00 ,2814537728.00 ,2736709632.00 ,2668978176.00 ,2758750208.00 ,2747236352.00 ,2772955136.00 ,2782056448.00 ,2790780928.00 ,2758836224.00 ,2751389696.00 ,2807574528.00 ,2756722688.00 ,2685329408.00 ,2765119488.00 ,2759438336.00 ,2778574848.00 ,2735947776.00 ,2724343808.00 ,2586144768.00 ,2779295744.00 ,2773409792.00 ,2771009536.00 ,2802520064.00 ,2749190144.00 ,2808635392.00 ,2595614720.00 ,2755788800.00 ,2766172160.00 ,2591928320.00 ,2759340032.00 ,2583736320.00 ,2801131520.00 ,2520088576.00 ,2709876736.00 ,2892529664.00 ,2774720512.00 ,2775592960.00 ,2821939200.00 ,2745417728.00 ,2757308416.00 ,2765701120.00 ,2727686144.00 ,2770788352.00 ,2835804160.00 ,2679779328.00 ,,174552780800.00 ,,,,
13:51:30,9723187200.00 ,2930401280.00 ,2761781248.00 ,2787545088.00 ,2723311616.00 ,2759405568.00 ,2780221440.00 ,2780622848.00 ,2761289728.00 ,2702176256.00 ,2718842880.00 ,2710814720.00 ,2635747328.00 ,2756165632.00 ,2758701056.00 ,2776014848.00 ,2812530688.00 ,2737221632.00 ,2663776256.00 ,2759761920.00 ,2747961344.00 ,2758823936.00 ,2783625216.00 ,2787201024.00 ,2755530752.00 ,2757160960.00 ,2807586816.00 ,2758860800.00 ,2685005824.00 ,2765533184.00 ,2748428288.00 ,2775564288.00 ,2745806848.00 ,2721140736.00 ,2576019456.00 ,2774089728.00 ,2771107840.00 ,2768543744.00 ,2799321088.00 ,2746179584.00 ,2808918016.00 ,2596032512.00 ,2748825600.00 ,2761641984.00 ,2591596544.00 ,2760871936.00 ,2578399232.00 ,2796929024.00 ,2517327872.00 ,2707869696.00 ,2876358656.00 ,2774855680.00 ,2778034176.00 ,2820059136.00 ,2744385536.00 ,2756599808.00 ,2766761984.00 ,2727395328.00 ,2771988480.00 ,2834235392.00 ,2679250944.00 ,,174471348224.00 ,,,,
13:51:45,9702412288.00 ,2940538880.00 ,2762354688.00 ,2801090560.00 ,2727702528.00 ,2761355264.00 ,2801152000.00 ,2782052352.00 ,2766274560.00 ,2707214336.00 ,2723926016.00 ,2710523904.00 ,2638409728.00 ,2738135040.00 ,2749353984.00 ,2776903680.00 ,2813939712.00 ,2739486720.00 ,2667814912.00 ,2760564736.00 ,2746269696.00 ,2758057984.00 ,2783465472.00 ,2788462592.00 ,2760241152.00 ,2753359872.00 ,2810077184.00 ,2758803456.00 ,2685374464.00 ,2771755008.00 ,2750607360.00 ,2782330880.00 ,2736582656.00 ,2723602432.00 ,2584895488.00 ,2776301568.00 ,2776170496.00 ,2771206144.00 ,2801242112.00 ,2749362176.00 ,2810277888.00 ,2607497216.00 ,2753953792.00 ,2767720448.00 ,2589876224.00 ,2763841536.00 ,2598543360.00 ,2798624768.00 ,2516692992.00 ,2709721088.00 ,2878869504.00 ,2775441408.00 ,2777018368.00 ,2822336512.00 ,2747797504.00 ,2757029888.00 ,2766008320.00 ,2729426944.00 ,2770731008.00 ,2837413888.00 ,2677301248.00 ,,174595497984.00 ,,,,
13:52:00,9713233920.00 ,2942283776.00 ,2765205504.00 ,2792357888.00 ,2727485440.00 ,2762469376.00 ,2793889792.00 ,2781511680.00 ,2762043392.00 ,2706804736.00 ,2723598336.00 ,2710704128.00 ,2635862016.00 ,2750210048.00 ,2745896960.00 ,2775240704.00 ,2815168512.00 ,2736656384.00 ,2669420544.00 ,2761564160.00 ,2748370944.00 ,2757066752.00 ,2784251904.00 ,2789670912.00 ,2759806976.00 ,2748571648.00 ,2812850176.00 ,2760404992.00 ,2684747776.00 ,2766159872.00 ,2754605056.00 ,2777591808.00 ,2735267840.00 ,2722783232.00 ,2592555008.00 ,2780209152.00 ,2775736320.00 ,2770771968.00 ,2802757632.00 ,2751922176.00 ,2808041472.00 ,2593234944.00 ,2753953792.00 ,2766675968.00 ,2588852224.00 ,2760364032.00 ,2584195072.00 ,2798231552.00 ,2528440320.00 ,2710810624.00 ,2879623168.00 ,2779590656.00 ,2777870336.00 ,2821320704.00 ,2758250496.00 ,2756288512.00 ,2764967936.00 ,2730266624.00 ,2773327872.00 ,2849456128.00 ,2677673984.00 ,,174609145856.00 ,,,,
13:52:15,10277036032.00 ,2940235776.00 ,2763153408.00 ,3168882688.00 ,2729439232.00 ,3135778816.00 ,3157999616.00 ,3157331968.00 ,3101478912.00 ,2706145280.00 ,3097780224.00 ,3043373056.00 ,2634215424.00 ,3067949056.00 ,3073679360.00 ,3105640448.00 ,3193286656.00 ,3106549760.00 ,2667466752.00 ,3135143936.00 ,3122675712.00 ,3088355328.00 ,3113988096.00 ,3160424448.00 ,3147321344.00 ,3080359936.00 ,3139518464.00 ,2758918144.00 ,3056058368.00 ,3141660672.00 ,3086311424.00 ,3149660160.00 ,3113713664.00 ,3056730112.00 ,2913234944.00 ,2779959296.00 ,2774880256.00 ,2770255872.00 ,3130548224.00 ,2748854272.00 ,3180892160.00 ,2965073920.00 ,3087933440.00 ,3101106176.00 ,2921684992.00 ,2763427840.00 ,2949275648.00 ,5826801664.00 ,2518110208.00 ,3068018688.00 ,2880368640.00 ,3106197504.00 ,3108089856.00 ,2821189632.00 ,2747527168.00 ,3124924416.00 ,3095646208.00 ,3062505472.00 ,3101470720.00 ,3166924800.00 ,2679037952.00 ,,192872202240.00 ,,,,
13:52:30,10413559808.00 ,2938761216.00 ,2761867264.00 ,3225042944.00 ,2723336192.00 ,3202416640.00 ,3217473536.00 ,3202949120.00 ,3202301952.00 ,2702041088.00 ,3150585856.00 ,6791823360.00 ,2636251136.00 ,3167612928.00 ,3161669632.00 ,3213639680.00 ,3248246784.00 ,3172708352.00 ,2669203456.00 ,3190005760.00 ,3179257856.00 ,3186880512.00 ,3215392768.00 ,3226939392.00 ,3194978304.00 ,3169181696.00 ,3235364864.00 ,2763726848.00 ,3127324672.00 ,3203100672.00 ,3201994752.00 ,3204288512.00 ,3155042304.00 ,3147567104.00 ,3021053952.00 ,2780876800.00 ,2772471808.00 ,2769702912.00 ,8049922048.00 ,2747097088.00 ,3235618816.00 ,3033387008.00 ,3179819008.00 ,3195990016.00 ,6658998272.00 ,2761437184.00 ,3011981312.00 ,8111132672.00 ,2518818816.00 ,3127066624.00 ,2878533632.00 ,3188105216.00 ,3205533696.00 ,2819645440.00 ,2743681024.00 ,3174375424.00 ,3186040832.00 ,7910989824.00 ,3202772992.00 ,3244056576.00 ,2680598528.00 ,,215412244480.00 ,,,,
13:52:45,10269696000.00 ,2928680960.00 ,2764431360.00 ,3247005696.00 ,2727751680.00 ,3224481792.00 ,3234197504.00 ,3220516864.00 ,3211407360.00 ,2720120832.00 ,3161018368.00 ,6782480384.00 ,2642362368.00 ,3194085376.00 ,3190173696.00 ,3243884544.00 ,3275841536.00 ,3186814976.00 ,2671562752.00 ,3210305536.00 ,3197665280.00 ,3218604032.00 ,3233103872.00 ,3251023872.00 ,3224662016.00 ,3195985920.00 ,3263614976.00 ,2763497472.00 ,3152465920.00 ,3230269440.00 ,3225444352.00 ,3225096192.00 ,3176452096.00 ,3171082240.00 ,3031318528.00 ,2785447936.00 ,2778443776.00 ,2774466560.00 ,8082358272.00 ,2762813440.00 ,3248263168.00 ,3049746432.00 ,3230416896.00 ,3240988672.00 ,6660694016.00 ,2763927552.00 ,3035004928.00 ,8124604416.00 ,2520485888.00 ,3168911360.00 ,2881765376.00 ,3203846144.00 ,3219808256.00 ,2820952064.00 ,2749857792.00 ,3186376704.00 ,3199463424.00 ,7946096640.00 ,3232575488.00 ,3284148224.00 ,2680426496.00 ,,216298995712.00 ,,,,
13:53:00,10262671360.00 ,2932805632.00 ,2762723328.00 ,3266342912.00 ,2727514112.00 ,3225165824.00 ,3252510720.00 ,3222802432.00 ,3221909504.00 ,2708025344.00 ,3174424576.00 ,6784442368.00 ,2639400960.00 ,3199205376.00 ,3202908160.00 ,3246501888.00 ,3288887296.00 ,3196080128.00 ,2682707968.00 ,3222835200.00 ,3214729216.00 ,3219927040.00 ,3238203392.00 ,3255152640.00 ,3233198080.00 ,3204505600.00 ,3275280384.00 ,2764308480.00 ,3252199424.00 ,3259809792.00 ,3227557888.00 ,3234443264.00 ,3201724416.00 ,3173634048.00 ,3035475968.00 ,2788311040.00 ,2777309184.00 ,2776174592.00 ,8079532032.00 ,2752942080.00 ,3261710336.00 ,3073634304.00 ,3230453760.00 ,3229859840.00 ,6661644288.00 ,2760364032.00 ,3046465536.00 ,8120143872.00 ,2520694784.00 ,3181039616.00 ,2881404928.00 ,3210301440.00 ,3225223168.00 ,2819846144.00 ,2747518976.00 ,3208921088.00 ,3215097856.00 ,7990476800.00 ,3240583168.00 ,3291791360.00 ,2680356864.00 ,,216781815808.00 ,,,,
13:53:15,10279235584.00 ,2933481472.00 ,2763001856.00 ,7836487680.00 ,2728497152.00 ,7815024640.00 ,7797690368.00 ,7833776128.00 ,7820959744.00 ,2707845120.00 ,7764881408.00 ,7980826624.00 ,2641235968.00 ,7752458240.00 ,7570153472.00 ,7810449408.00 ,7855161344.00 ,7805943808.00 ,2671521792.00 ,7806390272.00 ,7799689216.00 ,7589584896.00 ,7851933696.00 ,7840628736.00 ,7816519680.00 ,7792017408.00 ,7688818688.00 ,2772316160.00 ,7903494144.00 ,7828295680.00 ,7796649984.00 ,7823527936.00 ,7788027904.00 ,7601893376.00 ,7433715712.00 ,2787635200.00 ,2791620608.00 ,2775904256.00 ,8407404544.00 ,2750525440.00 ,7829901312.00 ,7639928832.00 ,7807115264.00 ,7830106112.00 ,7907651584.00 ,2765570048.00 ,7644540928.00 ,8620253184.00 ,2519830528.00 ,7755685888.00 ,2882904064.00 ,7803064320.00 ,7824478208.00 ,2822029312.00 ,2749829120.00 ,7801266176.00 ,7829164032.00 ,8504745984.00 ,7830208512.00 ,7706714112.00 ,2680696832.00 ,,393770909696.00 ,,,,
13:53:30,10272219136.00 ,2945241088.00 ,2762960896.00 ,8758054912.00 ,2726412288.00 ,8707854336.00 ,8726188032.00 ,8730877952.00 ,8638656512.00 ,2711707648.00 ,8687841280.00 ,8695496704.00 ,2641592320.00 ,8612122624.00 ,8587239424.00 ,8640282624.00 ,8777097216.00 ,8697061376.00 ,2668621824.00 ,8711294976.00 ,8717148160.00 ,8608395264.00 ,8660041728.00 ,8737628160.00 ,8682192896.00 ,8608026624.00 ,8685314048.00 ,2771296256.00 ,8634015744.00 ,8734523392.00 ,8707284992.00 ,8724914176.00 ,8695775232.00 ,8608391168.00 ,8441569280.00 ,2783059968.00 ,2774495232.00 ,2772914176.00 ,8608907264.00 ,2750414848.00 ,8719618048.00 ,8552050688.00 ,8737255424.00 ,8527745024.00 ,8590798848.00 ,2763149312.00 ,8555008000.00 ,8780566528.00 ,2518138880.00 ,8607834112.00 ,2877771776.00 ,8606449664.00 ,8639180800.00 ,2817105920.00 ,2747768832.00 ,8710365184.00 ,8695820288.00 ,8928329728.00 ,8724549632.00 ,8705908736.00 ,2681335808.00 ,,429891883008.00 ,,,,
13:53:45,10272501760.00 ,2932867072.00 ,2764984320.00 ,8845316096.00 ,2726215680.00 ,8793976832.00 ,8815734784.00 ,8820846592.00 ,8827817984.00 ,2715205632.00 ,8784621568.00 ,8844898304.00 ,2643124224.00 ,8773005312.00 ,8779694080.00 ,8831578112.00 ,8867500032.00 ,8784863232.00 ,2671149056.00 ,8803426304.00 ,8802275328.00 ,8793530368.00 ,8840880128.00 ,8828739584.00 ,8779915264.00 ,8771588096.00 ,8862556160.00 ,2773696512.00 ,8734068736.00 ,8832258048.00 ,8813686784.00 ,8819568640.00 ,8788094976.00 ,8786944000.00 ,8625647616.00 ,2788397056.00 ,2775879680.00 ,2777288704.00 ,8710529024.00 ,2752417792.00 ,8829648896.00 ,8637489152.00 ,8837697536.00 ,8789139456.00 ,8704204800.00 ,2758619136.00 ,8653565952.00 ,8933126144.00 ,2521014272.00 ,8703303680.00 ,2883289088.00 ,8778678272.00 ,8823918592.00 ,2834259968.00 ,2748977152.00 ,8790347776.00 ,8792141824.00 ,9111064576.00 ,8828526592.00 ,8873717760.00 ,2681487360.00 ,,435471507456.00 ,,,,
13:54:00,10282352640.00 ,2931769344.00 ,2778136576.00 ,8874512384.00 ,2726772736.00 ,8822603776.00 ,8842047488.00 ,8841908224.00 ,8847593472.00 ,2716327936.00 ,8801980416.00 ,8856043520.00 ,2641391616.00 ,8797261824.00 ,8786526208.00 ,8857600000.00 ,8889585664.00 ,8810672128.00 ,2673123328.00 ,8827785216.00 ,8808128512.00 ,8803454976.00 ,8881950720.00 ,8854564864.00 ,8804720640.00 ,8797913088.00 ,8891006976.00 ,2772975616.00 ,8759627776.00 ,8858423296.00 ,8852221952.00 ,8840642560.00 ,8811048960.00 ,8806965248.00 ,8656932864.00 ,2788880384.00 ,2776203264.00 ,2778501120.00 ,8826482688.00 ,2757578752.00 ,8843485184.00 ,8668536832.00 ,8862642176.00 ,8808677376.00 ,8731881472.00 ,2767912960.00 ,8678465536.00 ,9115680768.00 ,2519220224.00 ,8736010240.00 ,2894692352.00 ,8806248448.00 ,8838832128.00 ,2821111808.00 ,2748551168.00 ,8817410048.00 ,8822681600.00 ,9122009088.00 ,8857071616.00 ,8871976960.00 ,2681536512.00 ,,436748853248.00 ,,,,
13:54:15,10289491968.00 ,2929000448.00 ,2757926912.00 ,8866279424.00 ,2724286464.00 ,8815398912.00 ,8837246976.00 ,8839979008.00 ,8844148736.00 ,2708332544.00 ,8800100352.00 ,8874119168.00 ,2642706432.00 ,8794644480.00 ,8798924800.00 ,8852041728.00 ,8882892800.00 ,8810541056.00 ,2667073536.00 ,8827428864.00 ,8827179008.00 ,8811884544.00 ,8866017280.00 ,8863338496.00 ,8798482432.00 ,8805908480.00 ,8890552320.00 ,2771795968.00 ,8755638272.00 ,8848965632.00 ,8832192512.00 ,8842375168.00 ,8814931968.00 ,8807882752.00 ,8651943936.00 ,2789187584.00 ,2770948096.00 ,2778632192.00 ,8825335808.00 ,2752868352.00 ,8843378688.00 ,8665899008.00 ,8856276992.00 ,8806363136.00 ,8727388160.00 ,2756673536.00 ,8671375360.00 ,9110712320.00 ,2515484672.00 ,8725741568.00 ,2878464000.00 ,8802357248.00 ,8836071424.00 ,2817351680.00 ,2745421824.00 ,8821780480.00 ,8820944896.00 ,9278754816.00 ,8864878592.00 ,8893587456.00 ,2675884032.00 ,,436783415296.00 ,,,,
13:54:30,10410586112.00 ,2937032704.00 ,2756251648.00 ,8882003968.00 ,2721275904.00 ,8839335936.00 ,8837758976.00 ,8840753152.00 ,8843902976.00 ,2708393984.00 ,8800419840.00 ,8878813184.00 ,2641367040.00 ,8808353792.00 ,8793452544.00 ,8845524992.00 ,8882937856.00 ,8813867008.00 ,2666217472.00 ,8829407232.00 ,8818917376.00 ,8813916160.00 ,8865349632.00 ,8845094912.00 ,8799793152.00 ,8798519296.00 ,8888246272.00 ,2766467072.00 ,8781271040.00 ,8849461248.00 ,8836300800.00 ,8870526976.00 ,8806973440.00 ,8807636992.00 ,8650485760.00 ,2779217920.00 ,2767163392.00 ,2769944576.00 ,8896155648.00 ,2751791104.00 ,8872218624.00 ,8698470400.00 ,8884719616.00 ,8808214528.00 ,8754991104.00 ,2756792320.00 ,8671850496.00 ,9109925888.00 ,2515095552.00 ,8730079232.00 ,2873806848.00 ,8800309248.00 ,8839630848.00 ,2814124032.00 ,2740854784.00 ,8849817600.00 ,8847220736.00 ,9281060864.00 ,8885469184.00 ,8892624896.00 ,2687070208.00 ,,437215236096.00 ,,,,
13:54:45,9712164864.00 ,2924453888.00 ,2749571072.00 ,2798272512.00 ,2717097984.00 ,2770374656.00 ,2788024320.00 ,2770513920.00 ,2770337792.00 ,2703699968.00 ,2715475968.00 ,2706952192.00 ,2638356480.00 ,2738798592.00 ,2745069568.00 ,2779529216.00 ,2812948480.00 ,2743283712.00 ,2664722432.00 ,2771378176.00 ,2749775872.00 ,2763083776.00 ,2786807808.00 ,2791927808.00 ,2760830976.00 ,2753495040.00 ,2803118080.00 ,2739113984.00 ,2681499648.00 ,2764537856.00 ,2752630784.00 ,2776539136.00 ,2722643968.00 ,2713227264.00 ,2583588864.00 ,2781507584.00 ,2773958656.00 ,2769862656.00 ,2805395456.00 ,2746777600.00 ,2815012864.00 ,2589057024.00 ,2757836800.00 ,2760712192.00 ,2592415744.00 ,2751188992.00 ,2577321984.00 ,2797907968.00 ,2523742208.00 ,2722598912.00 ,2875895808.00 ,2768564224.00 ,2781818880.00 ,2815062016.00 ,2736754688.00 ,2749960192.00 ,2759430144.00 ,2736353280.00 ,2770964480.00 ,2854465536.00 ,2677309440.00 ,,174455721984.00 ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10413559808.00 ,2945241088.00 ,2778136576.00 ,8882003968.00 ,2729439232.00 ,8839335936.00 ,8842047488.00 ,8841908224.00 ,8847593472.00 ,2720120832.00 ,8801980416.00 ,8878813184.00 ,2643124224.00 ,8808353792.00 ,8798924800.00 ,8857600000.00 ,8889585664.00 ,8813867008.00 ,2682707968.00 ,8829407232.00 ,8827179008.00 ,8813916160.00 ,8881950720.00 ,8863338496.00 ,8804720640.00 ,8805908480.00 ,8891006976.00 ,2773696512.00 ,8781271040.00 ,8858423296.00 ,8852221952.00 ,8870526976.00 ,8814931968.00 ,8807882752.00 ,8656932864.00 ,2789187584.00 ,2791620608.00 ,2778632192.00 ,8896155648.00 ,2762813440.00 ,8872218624.00 ,8698470400.00 ,8884719616.00 ,8808677376.00 ,8754991104.00 ,2767912960.00 ,8678465536.00 ,9115680768.00 ,2528440320.00 ,8736010240.00 ,2894692352.00 ,8806248448.00 ,8839630848.00 ,2834259968.00 ,2758250496.00 ,8849817600.00 ,8847220736.00 ,9281060864.00 ,8885469184.00 ,8893587456.00 ,2687070208.00 ,,437588963328.00 ,,437588963328.00 ,402500734976.00 ,840089698304.00 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174487203840.00 ,171856809984.00 ,346344013824.00 
13:55:00,9714184192.00 ,2922405888.00 ,2749423616.00 ,2794950656.00 ,2718662656.00 ,2769653760.00 ,2791153664.00 ,2768941056.00 ,2768982016.00 ,2702532608.00 ,2715340800.00 ,2704424960.00 ,2636865536.00 ,2739802112.00 ,2743046144.00 ,2780790784.00 ,2819723264.00 ,2740256768.00 ,2665574400.00 ,2770296832.00 ,2746912768.00 ,2758381568.00 ,2785734656.00 ,2793619456.00 ,2772508672.00 ,2748194816.00 ,2810380288.00 ,2738024448.00 ,2677968896.00 ,2761547776.00 ,2750582784.00 ,2791362560.00 ,2721648640.00 ,2711416832.00 ,2583937024.00 ,2779824128.00 ,2774487040.00 ,2768859136.00 ,2802769920.00 ,2746163200.00 ,2811928576.00 ,2596327424.00 ,2753204224.00 ,2759544832.00 ,2587422720.00 ,2748309504.00 ,2575454208.00 ,2795204608.00 ,2509275136.00 ,2717151232.00 ,2873430016.00 ,2765418496.00 ,2778775552.00 ,2814787584.00 ,2738954240.00 ,2750111744.00 ,2754916352.00 ,2737852416.00 ,2765848576.00 ,2836860928.00 ,2676871168.00 ,,174388985856.00 ,,,,470872.58 
13:55:15,9719275520.00 ,2932862976.00 ,2749681664.00 ,2793115648.00 ,2718158848.00 ,2769002496.00 ,2784391168.00 ,2768195584.00 ,2766278656.00 ,2704949248.00 ,2714431488.00 ,2705080320.00 ,2636165120.00 ,2739945472.00 ,2745757696.00 ,2781675520.00 ,2820431872.00 ,2741633024.00 ,2665111552.00 ,2769969152.00 ,2747125760.00 ,2762084352.00 ,2786512896.00 ,2792009728.00 ,2758119424.00 ,2751127552.00 ,2810916864.00 ,2737844224.00 ,2679992320.00 ,2765557760.00 ,2751705088.00 ,2777001984.00 ,2722869248.00 ,2728001536.00 ,2599116800.00 ,2781716480.00 ,2772738048.00 ,2770337792.00 ,2803638272.00 ,2746810368.00 ,2812678144.00 ,2596958208.00 ,2756554752.00 ,2761662464.00 ,2588778496.00 ,2750279680.00 ,2574458880.00 ,2794192896.00 ,2512056320.00 ,2717818880.00 ,2875830272.00 ,2766843904.00 ,2780569600.00 ,2815590400.00 ,2741125120.00 ,2754834432.00 ,2755014656.00 ,2735706112.00 ,2770411520.00 ,2840522752.00 ,2677829632.00 ,,174451056640.00 ,,,,
