Time,emr-worker-100/used,emr-worker-101/used,emr-worker-102/used,emr-worker-103/used,emr-worker-104/used,emr-worker-105/used,emr-worker-106/used,emr-worker-107/used,emr-worker-108/used,emr-worker-109/used,emr-worker-110/used,emr-worker-111/used,emr-worker-112/used,emr-worker-113/used,emr-worker-114/used,emr-worker-115/used,emr-worker-116/used,emr-worker-117/used,emr-worker-118/used,emr-worker-119/used,emr-worker-120/used,emr-worker-121/used,emr-worker-61/used,emr-worker-62/used,emr-worker-63/used,emr-worker-64/used,emr-worker-65/used,emr-worker-66/used,emr-worker-67/used,emr-worker-68/used,emr-worker-69/used,emr-worker-70/used,emr-worker-71/used,emr-worker-72/used,emr-worker-73/used,emr-worker-74/used,emr-worker-75/used,emr-worker-76/used,emr-worker-77/used,emr-worker-78/used,emr-worker-79/used,emr-worker-80/used,emr-worker-81/used,emr-worker-82/used,emr-worker-83/used,emr-worker-84/used,emr-worker-85/used,emr-worker-86/used,emr-worker-87/used,emr-worker-88/used,emr-worker-89/used,emr-worker-90/used,emr-worker-91/used,emr-worker-92/used,emr-worker-93/used,emr-worker-94/used,emr-worker-95/used,emr-worker-96/used,emr-worker-97/used,emr-worker-98/used,emr-worker-99/used,,,,,,
11:17:45,3045064704.00 ,2803322880.00 ,2948026368.00 ,2923450368.00 ,2939219968.00 ,6541467648.00 ,2885541888.00 ,2921271296.00 ,2911625216.00 ,2932965376.00 ,2938523648.00 ,2969034752.00 ,2894897152.00 ,2901520384.00 ,2909745152.00 ,3240026112.00 ,2913456128.00 ,2957963264.00 ,2968150016.00 ,2956439552.00 ,2904690688.00 ,2893987840.00 ,2776129536.00 ,2840055808.00 ,2857615360.00 ,14288961536.00 ,2851667968.00 ,14397829120.00 ,2751279104.00 ,3185147904.00 ,14370500608.00 ,2746748928.00 ,2772008960.00 ,2803351552.00 ,2750611456.00 ,14440640512.00 ,2779865088.00 ,14324416512.00 ,2782679040.00 ,2775478272.00 ,2990026752.00 ,2714267648.00 ,14378385408.00 ,2799181824.00 ,14486564864.00 ,2744848384.00 ,14439231488.00 ,2743537664.00 ,14402461696.00 ,14497988608.00 ,14420221952.00 ,14326263808.00 ,2783047680.00 ,2801135616.00 ,2786074624.00 ,2780471296.00 ,2669146112.00 ,14464626688.00 ,14282596352.00 ,2743644160.00 ,2733060096.00 ,,339782160384.00 ,,,,
11:18:00,3047444480.00 ,2807660544.00 ,2951761920.00 ,2925051904.00 ,2941370368.00 ,6684667904.00 ,2886328320.00 ,2921275392.00 ,2912186368.00 ,2933096448.00 ,2939682816.00 ,2969284608.00 ,2896269312.00 ,2903539712.00 ,2910670848.00 ,3239546880.00 ,2915295232.00 ,2959433728.00 ,2968068096.00 ,2958163968.00 ,2905001984.00 ,2891546624.00 ,2775248896.00 ,2839965696.00 ,2850553856.00 ,14284599296.00 ,2862485504.00 ,14403227648.00 ,2752610304.00 ,3183095808.00 ,14368735232.00 ,2742771712.00 ,2770608128.00 ,2801659904.00 ,2750320640.00 ,14445109248.00 ,2781364224.00 ,14332653568.00 ,2784403456.00 ,2770509824.00 ,2987143168.00 ,2715353088.00 ,14376656896.00 ,2799230976.00 ,14493454336.00 ,2745729024.00 ,14449582080.00 ,2742620160.00 ,14402379776.00 ,14503288832.00 ,14425407488.00 ,14334377984.00 ,2781044736.00 ,2799423488.00 ,2781736960.00 ,2782236672.00 ,2667110400.00 ,14476800000.00 ,14286168064.00 ,2744889344.00 ,2727563264.00 ,,339989467136.00 ,,,,
11:18:15,3049164800.00 ,2802892800.00 ,2962489344.00 ,2923429888.00 ,2940465152.00 ,6830858240.00 ,2889424896.00 ,2920783872.00 ,2915012608.00 ,2933989376.00 ,2935488512.00 ,2966302720.00 ,2896588800.00 ,2900897792.00 ,2909450240.00 ,3239034880.00 ,2931736576.00 ,2954248192.00 ,2983501824.00 ,2958843904.00 ,2903855104.00 ,2894782464.00 ,2777518080.00 ,2841456640.00 ,2850340864.00 ,14289563648.00 ,2853548032.00 ,14402093056.00 ,2752020480.00 ,3185537024.00 ,14368030720.00 ,2744475648.00 ,2768236544.00 ,2804088832.00 ,2749353984.00 ,14453497856.00 ,2782552064.00 ,14334025728.00 ,2784444416.00 ,2773512192.00 ,2988933120.00 ,2713575424.00 ,14379110400.00 ,2798215168.00 ,14490640384.00 ,2742927360.00 ,14445666304.00 ,2742788096.00 ,14400749568.00 ,14501040128.00 ,14426578944.00 ,14332043264.00 ,2784198656.00 ,2801020928.00 ,2782244864.00 ,2781954048.00 ,2666692608.00 ,14468820992.00 ,14285561856.00 ,2754031616.00 ,2742853632.00 ,,340187185152.00 ,,,,
11:18:30,3045957632.00 ,2807242752.00 ,2951675904.00 ,2926489600.00 ,2940784640.00 ,6812966912.00 ,2897727488.00 ,2919694336.00 ,2910978048.00 ,2933620736.00 ,2938109952.00 ,2975608832.00 ,2896089088.00 ,2903584768.00 ,2910224384.00 ,3242311680.00 ,2916171776.00 ,2959568896.00 ,2973130752.00 ,2958712832.00 ,2904993792.00 ,2895183872.00 ,2777296896.00 ,2840662016.00 ,2848579584.00 ,14286942208.00 ,2847240192.00 ,14401024000.00 ,2750242816.00 ,3185967104.00 ,14365503488.00 ,2756149248.00 ,2768490496.00 ,2802532352.00 ,2749108224.00 ,14441840640.00 ,2778763264.00 ,14329888768.00 ,2787086336.00 ,2774818816.00 ,2983006208.00 ,2713477120.00 ,14378733568.00 ,2794217472.00 ,14493720576.00 ,2744598528.00 ,14449065984.00 ,2742022144.00 ,14399864832.00 ,14499495936.00 ,14422872064.00 ,14326165504.00 ,2782957568.00 ,2800164864.00 ,2779394048.00 ,2782896128.00 ,2664415232.00 ,14469234688.00 ,14290071552.00 ,2743332864.00 ,2731905024.00 ,,340104577024.00 ,,,,
11:18:45,3044007936.00 ,2801774592.00 ,2949505024.00 ,2925838336.00 ,2945548288.00 ,6852046848.00 ,2883981312.00 ,2920255488.00 ,2910011392.00 ,2931785728.00 ,2938466304.00 ,2969071616.00 ,2906828800.00 ,2901954560.00 ,2910273536.00 ,3243499520.00 ,2915426304.00 ,2959409152.00 ,2970865664.00 ,2955997184.00 ,2903379968.00 ,2889428992.00 ,2775937024.00 ,2838155264.00 ,2849665024.00 ,14292094976.00 ,2852245504.00 ,14405611520.00 ,2751524864.00 ,3186102272.00 ,14368403456.00 ,2744709120.00 ,2770022400.00 ,2802495488.00 ,2749345792.00 ,14447140864.00 ,2778877952.00 ,14334271488.00 ,2782896128.00 ,2765574144.00 ,2984206336.00 ,2712281088.00 ,14378725376.00 ,2797289472.00 ,14496776192.00 ,2742992896.00 ,14448394240.00 ,2744954880.00 ,14398885888.00 ,14502875136.00 ,14423674880.00 ,14331355136.00 ,2779869184.00 ,2801278976.00 ,2781143040.00 ,2781999104.00 ,2667376640.00 ,14470111232.00 ,14291718144.00 ,2742857728.00 ,2731683840.00 ,,340134879232.00 ,,,,
11:19:00,3060334592.00 ,2807029760.00 ,2951917568.00 ,2930053120.00 ,2944520192.00 ,6880772096.00 ,2889187328.00 ,2919768064.00 ,2909564928.00 ,2933227520.00 ,2938503168.00 ,2969276416.00 ,2898116608.00 ,2902269952.00 ,2910646272.00 ,3243159552.00 ,2916749312.00 ,2973982720.00 ,2968440832.00 ,2969415680.00 ,2905640960.00 ,2891628544.00 ,2776518656.00 ,2840453120.00 ,2850684928.00 ,14288437248.00 ,2852642816.00 ,14400655360.00 ,2749841408.00 ,3186466816.00 ,14367592448.00 ,2740895744.00 ,2768740352.00 ,2802823168.00 ,2749292544.00 ,14439014400.00 ,2778263552.00 ,14331580416.00 ,2784731136.00 ,2760916992.00 ,2985897984.00 ,2713251840.00 ,14387384320.00 ,2797477888.00 ,14490189824.00 ,2744479744.00 ,14447480832.00 ,2742181888.00 ,14399184896.00 ,14501462016.00 ,14424313856.00 ,14330646528.00 ,2781564928.00 ,2798383104.00 ,2778734592.00 ,2779496448.00 ,2667368448.00 ,14473519104.00 ,14292963328.00 ,2742124544.00 ,2726268928.00 ,,340188131328.00 ,,,,
11:19:15,3045937152.00 ,2804609024.00 ,2949414912.00 ,2929750016.00 ,2939813888.00 ,6910849024.00 ,2889801728.00 ,2916048896.00 ,2908008448.00 ,2935427072.00 ,2935795712.00 ,2966163456.00 ,2898395136.00 ,2913693696.00 ,2906513408.00 ,3241607168.00 ,2913345536.00 ,2955571200.00 ,2966118400.00 ,2958495744.00 ,2904887296.00 ,2893508608.00 ,2777903104.00 ,2838953984.00 ,2851618816.00 ,14290567168.00 ,2850668544.00 ,14402097152.00 ,2758107136.00 ,3197222912.00 ,14369927168.00 ,2747404288.00 ,2769088512.00 ,2801475584.00 ,2748334080.00 ,14445608960.00 ,2780209152.00 ,14335655936.00 ,2785693696.00 ,2764013568.00 ,2988679168.00 ,2712702976.00 ,14389510144.00 ,2798190592.00 ,14504804352.00 ,2750537728.00 ,14446575616.00 ,2742878208.00 ,14402035712.00 ,14502526976.00 ,14425223168.00 ,14342942720.00 ,2783432704.00 ,2802626560.00 ,2782814208.00 ,2779664384.00 ,2669314048.00 ,14468980736.00 ,14292201472.00 ,2742771712.00 ,2730868736.00 ,,340257587200.00 ,,,,
11:19:30,3044470784.00 ,2808369152.00 ,2952876032.00 ,2931105792.00 ,2942930944.00 ,6887329792.00 ,2893058048.00 ,2920710144.00 ,2909913088.00 ,2932891648.00 ,2937659392.00 ,2969284608.00 ,2895740928.00 ,2901725184.00 ,2911567872.00 ,3241299968.00 ,2911809536.00 ,2957258752.00 ,2967789568.00 ,2958397440.00 ,2903609344.00 ,2895450112.00 ,2773823488.00 ,2841178112.00 ,2847907840.00 ,14287192064.00 ,2846609408.00 ,14412255232.00 ,2747269120.00 ,3191541760.00 ,14371217408.00 ,2744737792.00 ,2770550784.00 ,2803781632.00 ,2750111744.00 ,14447124480.00 ,2777993216.00 ,14330978304.00 ,2784952320.00 ,2764627968.00 ,2984923136.00 ,2713354240.00 ,14390157312.00 ,2808811520.00 ,14490763264.00 ,2740232192.00 ,14446878720.00 ,2741264384.00 ,14402023424.00 ,14500884480.00 ,14425391104.00 ,14328348672.00 ,2795474944.00 ,2801553408.00 ,2779447296.00 ,2782588928.00 ,2663780352.00 ,14468292608.00 ,14290182144.00 ,2743590912.00 ,2731565056.00 ,,340198608896.00 ,,,,
11:19:45,3044851712.00 ,2809421824.00 ,2953437184.00 ,2941333504.00 ,2940968960.00 ,6897709056.00 ,2890186752.00 ,2921140224.00 ,2909990912.00 ,2933555200.00 ,2938073088.00 ,2970701824.00 ,2895118336.00 ,2902310912.00 ,2910937088.00 ,3240931328.00 ,2913656832.00 ,2959486976.00 ,2969366528.00 ,2958106624.00 ,2905960448.00 ,2893611008.00 ,2772946944.00 ,2839470080.00 ,2848296960.00 ,14292578304.00 ,2851942400.00 ,14402519040.00 ,2749788160.00 ,3189829632.00 ,14371344384.00 ,2746286080.00 ,2775523328.00 ,2801938432.00 ,2759020544.00 ,14445522944.00 ,2778005504.00 ,14333755392.00 ,2783510528.00 ,2766188544.00 ,2985607168.00 ,2711441408.00 ,14390611968.00 ,2796732416.00 ,14493999104.00 ,2742378496.00 ,14447923200.00 ,2742493184.00 ,14399782912.00 ,14500143104.00 ,14422880256.00 ,14332686336.00 ,2783395840.00 ,2798620672.00 ,2778107904.00 ,2781876224.00 ,2666876928.00 ,14471208960.00 ,14297702400.00 ,2742153216.00 ,2732167168.00 ,,340228112384.00 ,,,,
11:20:00,3044888576.00 ,2812469248.00 ,2954010624.00 ,2932068352.00 ,2942963712.00 ,6895095808.00 ,2892574720.00 ,2922549248.00 ,2911334400.00 ,2937888768.00 ,2941980672.00 ,2970537984.00 ,2897870848.00 ,2902847488.00 ,2910617600.00 ,3244724224.00 ,2916376576.00 ,2960973824.00 ,2970411008.00 ,2959642624.00 ,2920603648.00 ,2895847424.00 ,2774499328.00 ,2838519808.00 ,2849157120.00 ,14291587072.00 ,2851094528.00 ,14401814528.00 ,2750676992.00 ,3190784000.00 ,14366453760.00 ,2740318208.00 ,2767409152.00 ,2801676288.00 ,2751279104.00 ,14444670976.00 ,2787590144.00 ,14333734912.00 ,2784555008.00 ,2760773632.00 ,2986946560.00 ,2713612288.00 ,14392631296.00 ,2798731264.00 ,14492966912.00 ,2742095872.00 ,14446325760.00 ,2741387264.00 ,14400585728.00 ,14503469056.00 ,14421569536.00 ,14327439360.00 ,2784550912.00 ,2800947200.00 ,2778370048.00 ,2794774528.00 ,2669518848.00 ,14470344704.00 ,14293258240.00 ,2744872960.00 ,2726469632.00 ,,340255739904.00 ,,,,
11:20:15,3046334464.00 ,2806583296.00 ,2951077888.00 ,2929127424.00 ,2940383232.00 ,6931128320.00 ,2890108928.00 ,2920497152.00 ,2909089792.00 ,2938761216.00 ,2938507264.00 ,2971172864.00 ,2899681280.00 ,2900422656.00 ,2907705344.00 ,3240464384.00 ,2916524032.00 ,2954588160.00 ,2969681920.00 ,2961764352.00 ,2904608768.00 ,2894147584.00 ,2775416832.00 ,2840129536.00 ,2850213888.00 ,14296735744.00 ,2852188160.00 ,14402224128.00 ,2751270912.00 ,3191545856.00 ,14377152512.00 ,2746773504.00 ,2769453056.00 ,2801901568.00 ,2751881216.00 ,14444494848.00 ,2779701248.00 ,14334922752.00 ,2785468416.00 ,2764087296.00 ,2987737088.00 ,2712117248.00 ,14389776384.00 ,2798858240.00 ,14494117888.00 ,2742427648.00 ,14450262016.00 ,2742910976.00 ,14400356352.00 ,14515965952.00 ,14429634560.00 ,14327926784.00 ,2782289920.00 ,2805682176.00 ,2781855744.00 ,2781736960.00 ,2667556864.00 ,14469312512.00 ,14290624512.00 ,2747346944.00 ,2733187072.00 ,,340289605632.00 ,,,,
11:20:30,3046985728.00 ,2808102912.00 ,2960146432.00 ,2934001664.00 ,2943594496.00 ,6907441152.00 ,2891485184.00 ,2922119168.00 ,2912534528.00 ,2939666432.00 ,2942529536.00 ,2973233152.00 ,2896990208.00 ,2904092672.00 ,2911985664.00 ,3242610688.00 ,2917490688.00 ,2961563648.00 ,2970292224.00 ,2960957440.00 ,2907561984.00 ,2896625664.00 ,2772856832.00 ,2838728704.00 ,2863353856.00 ,14290259968.00 ,2846642176.00 ,14400688128.00 ,2747797504.00 ,3189698560.00 ,14365130752.00 ,2745556992.00 ,2770112512.00 ,2801819648.00 ,2751320064.00 ,14439456768.00 ,2780200960.00 ,14331334656.00 ,2784210944.00 ,2765938688.00 ,2990751744.00 ,2712453120.00 ,14387838976.00 ,2792734720.00 ,14488862720.00 ,2741616640.00 ,14448627712.00 ,2741166080.00 ,14401105920.00 ,14502465536.00 ,14421880832.00 ,14324539392.00 ,2782109696.00 ,2800152576.00 ,2794483712.00 ,2781552640.00 ,2666762240.00 ,14467014656.00 ,14293782528.00 ,2745851904.00 ,2731515904.00 ,,340254388224.00 ,,,,
11:20:45,2767605760.00 ,2804936704.00 ,2952097792.00 ,2931593216.00 ,2944278528.00 ,2889076736.00 ,2885586944.00 ,2923520000.00 ,2910396416.00 ,2937139200.00 ,2942464000.00 ,2971983872.00 ,2895339520.00 ,2903646208.00 ,2912542720.00 ,3241316352.00 ,2917138432.00 ,2959753216.00 ,2973462528.00 ,2959302656.00 ,2908078080.00 ,2894991360.00 ,2774790144.00 ,2837188608.00 ,2854375424.00 ,2730082304.00 ,2863562752.00 ,2745253888.00 ,2750214144.00 ,3189493760.00 ,2734796800.00 ,2745737216.00 ,2770276352.00 ,2800398336.00 ,2749177856.00 ,2798800896.00 ,2779463680.00 ,2709336064.00 ,2782982144.00 ,2765922304.00 ,2985504768.00 ,2710712320.00 ,2764722176.00 ,2796642304.00 ,2740625408.00 ,2740068352.00 ,2777116672.00 ,2742394880.00 ,2814631936.00 ,2843099136.00 ,2795720704.00 ,2760564736.00 ,2783797248.00 ,2797924352.00 ,2774966272.00 ,2780246016.00 ,2659049472.00 ,2769272832.00 ,2738429952.00 ,2743726080.00 ,2731905024.00 ,,173059223552.00 ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3060334592.00 ,2813779968.00 ,2962489344.00 ,2941333504.00 ,2945548288.00 ,6931128320.00 ,2897727488.00 ,2924371968.00 ,2915012608.00 ,2939666432.00 ,2953834496.00 ,2975608832.00 ,2906828800.00 ,2913693696.00 ,2923589632.00 ,3244724224.00 ,2931736576.00 ,2973982720.00 ,2983501824.00 ,2970263552.00 ,2920603648.00 ,2896830464.00 ,2783989760.00 ,2847105024.00 ,2865041408.00 ,14296735744.00 ,2865315840.00 ,14412255232.00 ,2761224192.00 ,3197222912.00 ,14377152512.00 ,2764062720.00 ,2786312192.00 ,2815733760.00 ,2759143424.00 ,14453497856.00 ,2790555648.00 ,14335655936.00 ,2797539328.00 ,2797129728.00 ,3008679936.00 ,2721841152.00 ,14392631296.00 ,2808811520.00 ,14504804352.00 ,2754068480.00 ,14450262016.00 ,2749984768.00 ,14402461696.00 ,14515965952.00 ,14429634560.00 ,14342942720.00 ,2795474944.00 ,2806931456.00 ,2794483712.00 ,2796007424.00 ,2680848384.00 ,14476800000.00 ,14297702400.00 ,2755158016.00 ,2748366848.00 ,,340866125824.00 ,,340866125824.00 ,361480888320.00 ,702347014144.00 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173055864832.00 ,175184384000.00 ,348240248832.00 
11:21:00,2766413824.00 ,2810408960.00 ,2945286144.00 ,2934652928.00 ,2944872448.00 ,2874617856.00 ,2885754880.00 ,2922647552.00 ,2922442752.00 ,2942271488.00 ,2941456384.00 ,2971791360.00 ,2899771392.00 ,2902011904.00 ,2913771520.00 ,3242778624.00 ,2923712512.00 ,2961018880.00 ,2973888512.00 ,2958475264.00 ,2906288128.00 ,2897080320.00 ,2771136512.00 ,2853928960.00 ,2852356096.00 ,2725699584.00 ,2850504704.00 ,2742628352.00 ,2750496768.00 ,3189927936.00 ,2734972928.00 ,2743824384.00 ,2768883712.00 ,2801500160.00 ,2749804544.00 ,2794749952.00 ,2778869760.00 ,2707386368.00 ,2784825344.00 ,2762797056.00 ,2983968768.00 ,2711040000.00 ,2765406208.00 ,2796232704.00 ,2738835456.00 ,2738479104.00 ,2774683648.00 ,2739367936.00 ,2813149184.00 ,2838065152.00 ,2796482560.00 ,2760736768.00 ,2783313920.00 ,2797232128.00 ,2775298048.00 ,2779844608.00 ,2666696704.00 ,2775588864.00 ,2736107520.00 ,2755014656.00 ,2739351552.00 ,,173070602240.00 ,,,,337702.53 
11:21:15,2766045184.00 ,2803712000.00 ,2944827392.00 ,2932117504.00 ,2944577536.00 ,2920382464.00 ,2886807552.00 ,2919968768.00 ,2910486528.00 ,2942099456.00 ,2939891712.00 ,2974101504.00 ,2900455424.00 ,2901331968.00 ,2913587200.00 ,3242184704.00 ,2915713024.00 ,2958819328.00 ,2971586560.00 ,2958655488.00 ,2906968064.00 ,2897195008.00 ,2768826368.00 ,2839977984.00 ,2852016128.00 ,2726752256.00 ,2848591872.00 ,2742460416.00 ,2754064384.00 ,3191136256.00 ,2735529984.00 ,2742919168.00 ,2770624512.00 ,2801565696.00 ,2750636032.00 ,2796933120.00 ,2779004928.00 ,2705014784.00 ,2785951744.00 ,2762686464.00 ,2993676288.00 ,2728017920.00 ,2765791232.00 ,2795819008.00 ,2738573312.00 ,2739462144.00 ,2773291008.00 ,2753560576.00 ,2814128128.00 ,2839740416.00 ,2797785088.00 ,2758709248.00 ,2782658560.00 ,2796494848.00 ,2778902528.00 ,2781442048.00 ,2669322240.00 ,2771582976.00 ,2736766976.00 ,2741174272.00 ,2730274816.00 ,,173093380096.00 ,,,,
11:21:30,2764234752.00 ,2811334656.00 ,2946142208.00 ,2931769344.00 ,2945789952.00 ,2879840256.00 ,2890952704.00 ,2919579648.00 ,2912858112.00 ,2939834368.00 ,2947747840.00 ,2974003200.00 ,2913001472.00 ,2904248320.00 ,2913550336.00 ,3248062464.00 ,2919280640.00 ,2960568320.00 ,2979614720.00 ,2959699968.00 ,2906587136.00 ,2898255872.00 ,2772664320.00 ,2840154112.00 ,2852171776.00 ,2721800192.00 ,2842771456.00 ,2742788096.00 ,2750717952.00 ,3191861248.00 ,2734260224.00 ,2741940224.00 ,2768912384.00 ,2800934912.00 ,2751213568.00 ,2797125632.00 ,2778849280.00 ,2706771968.00 ,2785730560.00 ,2763010048.00 ,2980511744.00 ,2716274688.00 ,2766290944.00 ,2794340352.00 ,2738012160.00 ,2736865280.00 ,2774597632.00 ,2740805632.00 ,2828750848.00 ,2836377600.00 ,2796470272.00 ,2755354624.00 ,2783293440.00 ,2795950080.00 ,2778361856.00 ,2780950528.00 ,2664660992.00 ,2771349504.00 ,2737782784.00 ,2743042048.00 ,2729349120.00 ,,173060026368.00 ,,,,
11:21:45,2782294016.00 ,2808418304.00 ,2945486848.00 ,2932531200.00 ,2946027520.00 ,2881806336.00 ,2888720384.00 ,2919550976.00 ,2913239040.00 ,2942275584.00 ,2943758336.00 ,2965999616.00 ,2898567168.00 ,2904313856.00 ,2914967552.00 ,3241787392.00 ,2917498880.00 ,2976669696.00 ,2971897856.00 ,2968596480.00 ,2904530944.00 ,2899755008.00 ,2770513920.00 ,2840657920.00 ,2852548608.00 ,2724556800.00 ,2848976896.00 ,2745958400.00 ,2752339968.00 ,3190915072.00 ,2735169536.00 ,2743771136.00 ,2767110144.00 ,2800078848.00 ,2748674048.00 ,2795552768.00 ,2778165248.00 ,2706616320.00 ,2783481856.00 ,2764144640.00 ,2981097472.00 ,2716504064.00 ,2767409152.00 ,2794790912.00 ,2738008064.00 ,2739773440.00 ,2773323776.00 ,2743177216.00 ,2814156800.00 ,2841399296.00 ,2797838336.00 ,2763419648.00 ,2782871552.00 ,2796756992.00 ,2778464256.00 ,2782220288.00 ,2665492480.00 ,2772082688.00 ,2737840128.00 ,2741305344.00 ,2732331008.00 ,,173078188032.00 ,,,,
11:22:00,2765422592.00 ,2816962560.00 ,2946899968.00 ,2932932608.00 ,2939289600.00 ,2875576320.00 ,2879803392.00 ,2922852352.00 ,2914406400.00 ,2941640704.00 ,2943635456.00 ,2962829312.00 ,2893492224.00 ,2906972160.00 ,2916827136.00 ,3243962368.00 ,2911961088.00 ,2961801216.00 ,2974695424.00 ,2954518528.00 ,2907750400.00 ,2897555456.00 ,2785263616.00 ,2839797760.00 ,2853965824.00 ,2724081664.00 ,2850537472.00 ,2745176064.00 ,2766278656.00 ,3193454592.00 ,2736812032.00 ,2742267904.00 ,2770300928.00 ,2806349824.00 ,2751946752.00 ,2794622976.00 ,2782031872.00 ,2705346560.00 ,2783031296.00 ,2776178688.00 ,2982592512.00 ,2718490624.00 ,2767958016.00 ,2795712512.00 ,2740502528.00 ,2746064896.00 ,2774667264.00 ,2745720832.00 ,2815938560.00 ,2841808896.00 ,2800177152.00 ,2762526720.00 ,2782490624.00 ,2795966464.00 ,2778120192.00 ,2781409280.00 ,2666258432.00 ,2773217280.00 ,2739335168.00 ,2741903360.00 ,2729324544.00 ,,173099417600.00 ,,,,
11:22:15,2766299136.00 ,2811359232.00 ,2940653568.00 ,2930737152.00 ,2938658816.00 ,2901237760.00 ,2882215936.00 ,2918465536.00 ,2912669696.00 ,2944724992.00 ,2940682240.00 ,2960814080.00 ,2893717504.00 ,2897756160.00 ,2924535808.00 ,3240591360.00 ,2910269440.00 ,2957078528.00 ,2971267072.00 ,2954940416.00 ,2907267072.00 ,2898616320.00 ,2774241280.00 ,2839834624.00 ,2855567360.00 ,2724651008.00 ,2850562048.00 ,2750119936.00 ,2754101248.00 ,3192610816.00 ,2737729536.00 ,2744246272.00 ,2770206720.00 ,2806370304.00 ,2750697472.00 ,2798247936.00 ,2782343168.00 ,2709102592.00 ,2783735808.00 ,2765688832.00 ,2983354368.00 ,2719072256.00 ,2767171584.00 ,2807447552.00 ,2739154944.00 ,2742534144.00 ,2775166976.00 ,2742599680.00 ,2815074304.00 ,2842583040.00 ,2799837184.00 ,2762932224.00 ,2786570240.00 ,2798374912.00 ,2779607040.00 ,2781302784.00 ,2669162496.00 ,2774130688.00 ,2738155520.00 ,2742984704.00 ,2733469696.00 ,,173095301120.00 ,,,,
11:22:30,2764132352.00 ,2830315520.00 ,2940370944.00 ,2940342272.00 ,2940108800.00 ,2873266176.00 ,2880925696.00 ,2914086912.00 ,2909630464.00 ,2935791616.00 ,2936188928.00 ,2964140032.00 ,2893631488.00 ,2898305024.00 ,2908913664.00 ,3237232640.00 ,2910781440.00 ,2962411520.00 ,2965749760.00 ,2957283328.00 ,2901381120.00 ,2893070336.00 ,2774773760.00 ,2839699456.00 ,2853928960.00 ,2722512896.00 ,2847559680.00 ,2746761216.00 ,2748858368.00 ,3192545280.00 ,2735144960.00 ,2745249792.00 ,2773004288.00 ,2807132160.00 ,2762006528.00 ,2799341568.00 ,2784223232.00 ,2707222528.00 ,2788089856.00 ,2763497472.00 ,2981756928.00 ,2720178176.00 ,2766405632.00 ,2793611264.00 ,2736967680.00 ,2735525888.00 ,2776399872.00 ,2749865984.00 ,2814468096.00 ,2838687744.00 ,2798841856.00 ,2758115328.00 ,2785660928.00 ,2796613632.00 ,2778779648.00 ,2781749248.00 ,2664706048.00 ,2788728832.00 ,2747273216.00 ,2742906880.00 ,2733510656.00 ,,173040365568.00 ,,,,
11:22:45,2763661312.00 ,2813706240.00 ,2941505536.00 ,2925543424.00 ,2943709184.00 ,2881622016.00 ,2878660608.00 ,2916274176.00 ,2909089792.00 ,2935177216.00 ,2939449344.00 ,2963681280.00 ,2893254656.00 ,2899951616.00 ,2909319168.00 ,3236438016.00 ,2912530432.00 ,2964402176.00 ,2967109632.00 ,2953355264.00 ,2900987904.00 ,2891210752.00 ,2773499904.00 ,2840567808.00 ,2855800832.00 ,2723958784.00 ,2852069376.00 ,2746945536.00 ,2752679936.00 ,3193081856.00 ,2735538176.00 ,2745864192.00 ,2773000192.00 ,2806566912.00 ,2752061440.00 ,2798448640.00 ,2783350784.00 ,2709262336.00 ,2789359616.00 ,2768523264.00 ,2982936576.00 ,2721632256.00 ,2775232512.00 ,2798485504.00 ,2740215808.00 ,2741575680.00 ,2774728704.00 ,2745294848.00 ,2821349376.00 ,2839441408.00 ,2798006272.00 ,2765651968.00 ,2783043584.00 ,2797760512.00 ,2780336128.00 ,2791325696.00 ,2669551616.00 ,2775388160.00 ,2739068928.00 ,2744823808.00 ,2735673344.00 ,,173062742016.00 ,,,,
11:23:00,2764537856.00 ,2818781184.00 ,2940469248.00 ,2928017408.00 ,2943348736.00 ,2873741312.00 ,2885414912.00 ,2916294656.00 ,2909347840.00 ,2935590912.00 ,2939174912.00 ,2963316736.00 ,2891956224.00 ,2896539648.00 ,2908606464.00 ,3237371904.00 ,2911285248.00 ,2963779584.00 ,2967060480.00 ,2955862016.00 ,2901159936.00 ,2892718080.00 ,2775535616.00 ,2840354816.00 ,2855919616.00 ,2723713024.00 ,2850959360.00 ,2747654144.00 ,2752086016.00 ,3193929728.00 ,2739609600.00 ,2744283136.00 ,2780254208.00 ,2806808576.00 ,2751934464.00 ,2796859392.00 ,2784534528.00 ,2707333120.00 ,2787323904.00 ,2763657216.00 ,2984243200.00 ,2721652736.00 ,2770558976.00 ,2797608960.00 ,2738016256.00 ,2741506048.00 ,2777735168.00 ,2746232832.00 ,2822025216.00 ,2851848192.00 ,2801909760.00 ,2763526144.00 ,2784882688.00 ,2811060224.00 ,2781724672.00 ,2782744576.00 ,2669989888.00 ,2775420928.00 ,2736656384.00 ,2745290752.00 ,2730426368.00 ,,173082185728.00 ,,,,
