Time,emr-header-1/used,emr-worker-1/used,emr-worker-10/used,emr-worker-11/used,emr-worker-12/used,emr-worker-13/used,emr-worker-14/used,emr-worker-15/used,emr-worker-16/used,emr-worker-17/used,emr-worker-18/used,emr-worker-19/used,emr-worker-2/used,emr-worker-20/used,emr-worker-21/used,emr-worker-22/used,emr-worker-23/used,emr-worker-24/used,emr-worker-25/used,emr-worker-26/used,emr-worker-27/used,emr-worker-28/used,emr-worker-29/used,emr-worker-3/used,emr-worker-30/used,emr-worker-31/used,emr-worker-32/used,emr-worker-33/used,emr-worker-34/used,emr-worker-35/used,emr-worker-36/used,emr-worker-37/used,emr-worker-38/used,emr-worker-39/used,emr-worker-4/used,emr-worker-40/used,emr-worker-41/used,emr-worker-42/used,emr-worker-43/used,emr-worker-44/used,emr-worker-45/used,emr-worker-46/used,emr-worker-47/used,emr-worker-48/used,emr-worker-49/used,emr-worker-5/used,emr-worker-50/used,emr-worker-51/used,emr-worker-52/used,emr-worker-53/used,emr-worker-54/used,emr-worker-55/used,emr-worker-56/used,emr-worker-57/used,emr-worker-58/used,emr-worker-59/used,emr-worker-6/used,emr-worker-60/used,emr-worker-61/used,emr-worker-62/used,emr-worker-63/used,emr-worker-64/used,emr-worker-65/used,emr-worker-66/used,emr-worker-67/used,emr-worker-68/used,emr-worker-69/used,emr-worker-7/used,emr-worker-70/used,emr-worker-71/used,emr-worker-72/used,emr-worker-73/used,emr-worker-74/used,emr-worker-75/used,emr-worker-8/used,emr-worker-9/used,,,,,,
19:00:00,9692930048,3301126144,2821033984,2771197952,2740305920,2736062464,2751066112,2783555584,2726170624,2559807488,2821873664,2811965440,2734125056,2771095552,2764341248,2757554176,2735992832,2733989888,2746142720,2758082560,2765799424,2791391232,2822057984,2762174464,2714279936,2731794432,2775465984,2748858368,2764996608,2759024640,2660425728,2718978048,2728935424,2744119296,2729611264,2798362624,2735308800,2853199872,2742669312,2710437888,2761826304,2719236096,2744139776,2783490048,2748981248,2787508224,2774687744,2751053824,2766401536,2818113536,2791088128,2764099584,2772754432,2757042176,2796568576,2732113920,2837184512,2802454528,2791018496,2767499264,2703601664,2715222016,2725302272,2743873536,2782269440,2775744512,2753544192,2754506752,2574733312,2794405888,2708172800,2755100672,2761023488,2760187904,2748186624,2749648896,,2.16849E+11,,,,
19:00:15,9634222080,3300421632,2822774784,2774441984,2743353344,2737577984,2750517248,2787213312,2724929536,2564726784,2822037504,2819129344,2734686208,2771189760,2764099584,2745708544,2736771072,2733404160,2744918016,2757378048,2763685888,2791264256,2820624384,2765856768,2713722880,2721656832,2780483584,2749124608,2767011840,2759045120,2666762240,2718228480,2731933696,2746208256,2730135552,2797977600,2738110464,2852470784,2744573952,2710818816,2765553664,2723491840,2743443456,2786631680,2755010560,2786775040,2783543296,2754277376,2767007744,2819588096,2790744064,2766123008,2770620416,2759970816,2797633536,2735230976,2838790144,2802241536,2793517056,2768936960,2715148288,2716454912,2726436864,2744819712,2782703616,2785054720,2767949824,2754117632,2570694656,2796019712,2710188032,2757210112,2764414976,2758410240,2745520128,2748022784,,2.16891E+11,,,,
19:00:30,9639157760,3288010752,2821500928,2773024768,2739961856,2736943104,2751528960,2786406400,2724835328,2561515520,2825248768,2814484480,2735816704,2770399232,2766798848,2745188352,2736594944,2732404736,2744037376,2757734400,2764779520,2791571456,2817933312,2764427264,2713202688,2720337920,2778075136,2748813312,2780835840,2757939200,2664116224,2716229632,2732507136,2743734272,2729279488,2806976512,2736168960,2853773312,2743967744,2710691840,2760437760,2722930688,2742661120,2786660352,2746720256,2785456128,2775388160,2757050368,2766827520,2818236416,2788200448,2770604032,2769498112,2757898240,2800578560,2731495424,2836647936,2802479104,2791919616,2766770176,2703187968,2717790208,2724032512,2742910976,2782162944,2778402816,2752389120,2752892928,2572718080,2794545152,2722639872,2755993600,2762264576,2759335936,2742919168,2746077184,,2.16816E+11,,,,
19:00:45,9638412288,3300986880,2823581696,2772652032,2743472128,2736848896,2763395072,2786140160,2727030784,2563973120,2821574656,2815336448,2734813184,2769473536,2763485184,2746228736,2740166656,2735730688,2751602688,2755010560,2763464704,2791297024,2821586944,2775810048,2715693056,2718048256,2779684864,2757701632,2768707584,2759536640,2663137280,2718806016,2733088768,2743869440,2731307008,2794311680,2737520640,2852212736,2744881152,2710847488,2760933376,2723090432,2748977152,2786017280,2748583936,2786131968,2774614016,2758164480,2765352960,2820046848,2792443904,2765217792,2773245952,2760151040,2799087616,2731921408,2837598208,2802479104,2793742336,2768179200,2706296832,2717818880,2724352000,2742210560,2780737536,2777931776,2751709184,2754138112,2571898880,2795466752,2713886720,2759008256,2763210752,2757767168,2744414208,2745528320,,2.16874E+11,,,,
19:01:00,9633161216,3300126720,2824232960,2775396352,2753277952,2737213440,2748817408,2785505280,2726604800,2565427200,2819428352,2813517824,2734563328,2770198528,2765230080,2749583360,2739326976,2750832640,2746273792,2761150464,2764259328,2791280640,2831130624,2764353536,2716692480,2718449664,2791763968,2748891136,2767073280,2760323072,2662719488,2719469568,2746900480,2744274944,2732716032,2795483136,2739965952,2851938304,2756562944,2711396352,2761752576,2722430976,2744602624,2785284096,2747940864,2789912576,2774274048,2757091328,2764902400,2820468736,2790879232,2768846848,2771378176,2757726208,2798456832,2730582016,2836271104,2802921472,2793078784,2767405056,2705125376,2718674944,2723794944,2743349248,2793521152,2777927680,2752188416,2753503232,2572840960,2794237952,2714484736,2758733824,2769219584,2757943296,2747269120,2748112896,,2.16933E+11,,,,
19:01:15,9635303424,3311996928,2823634944,2776539136,2745073664,2737156096,2751139840,2787860480,2728542208,2564182016,2822078464,2814410752,2738892800,2770767872,2768646144,2750697472,2739638272,2734116864,2747437056,2755768320,2775064576,2792275968,2822598656,2763956224,2724065280,2720051200,2782638080,2748407808,2771431424,2768662528,2665402368,2717769728,2734706688,2744823808,2732032000,2799337472,2737623040,2853163008,2744877056,2713747456,2762219520,2724712448,2745151488,2785529856,2748018688,2790412288,2776055808,2757312512,2766295040,2833461248,2791960576,2769448960,2781761536,2759618560,2797813760,2733670400,2837221376,2805448704,2795155456,2769297408,2707091456,2718945280,2727432192,2744123392,2782367744,2779467776,2754682880,2756157440,2581217280,2794627072,2713849856,2759241728,2767081472,2758635520,2746830848,2748227584,,2.16987E+11,,,,
19:01:30,9657708544,3301666816,2823909376,2776219648,2744487936,2736513024,2751799296,2793816064,2727600128,2566705152,2820673536,2814726144,2738163712,2772168704,2767163392,2752573440,2742378496,2734075904,2748534784,2756165632,2765135872,2793193472,2821902336,2766065664,2716192768,2722971648,2781728768,2747068416,2769436672,2762977280,2665619456,2717556736,2736046080,2745675776,2734125056,2796961792,2737377280,2853765120,2743717888,2712522752,2764017664,2721910784,2744410112,2784415744,2748723200,2787594240,2778218496,2757197824,2765824000,2819858432,2790793216,2770202624,2773811200,2768240640,2802782208,2734534656,2839924736,2804523008,2796822528,2768412672,2707562496,2718760960,2727542784,2745806848,2783252480,2776682496,2751729664,2757562368,2574807040,2794295296,2713956352,2758594560,2765672448,2759974912,2746511360,2748096512,,2.1697E+11,,,,
19:01:45,9819521024,3304857600,2823106560,2775367680,2745393152,2736455680,2749186048,2785460224,2727202816,2566971392,2820554752,2815021056,2738704384,2771988480,2763726848,2753093632,2742747136,2735239168,2745765888,2758647808,2766368768,2791600128,2822021120,2765930496,2717802496,2720542720,2781057024,2747674624,2772344832,2761150464,2666717184,2718654464,2733584384,2743341056,2738327552,2799689728,2739376128,2854473728,2744668160,2710593536,2762178560,2722603008,2744332288,2785456128,2749083648,2788171776,2776752128,2755207168,2764128256,2820956160,2791923712,2771632128,2774249472,2762403840,2801418240,2732011520,2839543808,2804350976,2795360256,2775801856,2707980288,2718941184,2724974592,2745118720,2783670272,2776756224,2753335296,2758574080,2573770752,2801561600,2713145344,2757378048,2764226560,2757636096,2746130432,2748993536,,2.17125E+11,,,,
19:02:00,9692114944,3310727168,2825359360,2775154688,2745806848,2736132096,2750132224,2785755136,2727358464,2580201472,2820308992,2814898176,2740215808,2773073920,2764021760,2752720896,2741932032,2735853568,2748780544,2758516736,2766745600,2791628800,2822205440,2764546048,2719166464,2723688448,2780717056,2747404288,2776096768,2760241152,2666213376,2717376512,2734284800,2758029312,2731032576,2798956544,2739970048,2859937792,2743623680,2713505792,2761711616,2721423360,2744258560,2787815424,2749976576,2789593088,2776330240,2756112384,2767224832,2820407296,2792013824,2772733952,2774351872,2765443072,2799316992,2732576768,2838736896,2808373248,2794680320,2767736832,2706616320,2717167616,2724687872,2746679296,2782273536,2779512832,2755645440,2758688768,2573017088,2795761664,2714976256,2759188480,2763968512,2759061504,2746941440,2749124608,,2.17049E+11,,,,
19:02:15,9625296896,3298164736,2826014720,2774773760,2748190720,2737053696,2751885312,2788003840,2727936000,2565492736,2824126464,2815373312,2741481472,2771976192,2765053952,2750689280,2740973568,2736766976,2749218816,2759462912,2766393344,2792484864,2824384512,2767130624,2720854016,2723086336,2782617600,2748882944,2775310336,2761527296,2669813760,2720698368,2736349184,2747305984,2731442176,2797178880,2743025664,2856747008,2743574528,2714148864,2763407360,2728660992,2745749504,2802184192,2751180800,2792509440,2776432640,2757898240,2768609280,2819260416,2793148416,2773340160,2775470080,2762092544,2815721472,2735489024,2839851008,2807013376,2794360832,2768834560,2707853312,2719948800,2725351424,2749452288,2784919552,2783485952,2757697536,2772168704,2573791232,2797666304,2714034176,2773446656,2765365248,2760683520,2745495552,2747867136,,2.17071E+11,,,,
