Time,emr-worker-100/used,emr-worker-101/used,emr-worker-51/used,emr-worker-52/used,emr-worker-53/used,emr-worker-54/used,emr-worker-55/used,emr-worker-56/used,emr-worker-57/used,emr-worker-58/used,emr-worker-59/used,emr-worker-60/used,emr-worker-61/used,emr-worker-62/used,emr-worker-63/used,emr-worker-64/used,emr-worker-65/used,emr-worker-66/used,emr-worker-67/used,emr-worker-68/used,emr-worker-69/used,emr-worker-70/used,emr-worker-71/used,emr-worker-72/used,emr-worker-73/used,emr-worker-74/used,emr-worker-75/used,emr-worker-76/used,emr-worker-77/used,emr-worker-78/used,emr-worker-79/used,emr-worker-80/used,emr-worker-81/used,emr-worker-82/used,emr-worker-83/used,emr-worker-84/used,emr-worker-85/used,emr-worker-86/used,emr-worker-87/used,emr-worker-88/used,emr-worker-89/used,emr-worker-90/used,emr-worker-91/used,emr-worker-92/used,emr-worker-93/used,emr-worker-94/used,emr-worker-95/used,emr-worker-96/used,emr-worker-97/used,emr-worker-98/used,emr-worker-99/used,,
13:47:30,2919817216.00 ,2971254784.00 ,2983063552.00 ,2704506880.00 ,2914054144.00 ,3039457280.00 ,2932977664.00 ,2950672384.00 ,2964828160.00 ,2911424512.00 ,2902560768.00 ,2930216960.00 ,2966302720.00 ,2947710976.00 ,2994716672.00 ,2896703488.00 ,3046502400.00 ,2954559488.00 ,2961084416.00 ,3270406144.00 ,2901078016.00 ,2925879296.00 ,2956673024.00 ,2922774528.00 ,2895978496.00 ,2929283072.00 ,2949754880.00 ,2883510272.00 ,2961604608.00 ,2925277184.00 ,3060387840.00 ,2938372096.00 ,2924498944.00 ,2974253056.00 ,2932129792.00 ,2899632128.00 ,2918801408.00 ,2910175232.00 ,2947653632.00 ,3049910272.00 ,2957582336.00 ,2920878080.00 ,2937520128.00 ,2934444032.00 ,2919837696.00 ,2933276672.00 ,2790207488.00 ,2983514112.00 ,2933907456.00 ,2917965824.00 ,2914992128.00 ,,150114574336.00 
13:47:45,2922749952.00 ,2972479488.00 ,2984845312.00 ,2700804096.00 ,2899619840.00 ,3051122688.00 ,2933432320.00 ,2955476992.00 ,2965577728.00 ,2922074112.00 ,2901770240.00 ,2936074240.00 ,2969620480.00 ,2944491520.00 ,2995048448.00 ,2898767872.00 ,3046215680.00 ,2961137664.00 ,2963501056.00 ,3267686400.00 ,2916642816.00 ,2925268992.00 ,2962309120.00 ,2924728320.00 ,2894688256.00 ,2937499648.00 ,2922872832.00 ,2882809856.00 ,2960257024.00 ,2923851776.00 ,3063066624.00 ,2921209856.00 ,2923999232.00 ,2975936512.00 ,2936283136.00 ,2903183360.00 ,2915508224.00 ,2913529856.00 ,2952364032.00 ,3063308288.00 ,2956046336.00 ,2923253760.00 ,2938195968.00 ,2938793984.00 ,2921259008.00 ,2933661696.00 ,2794319872.00 ,2983567360.00 ,2936541184.00 ,2912088064.00 ,2916347904.00 ,,150165889024.00 
13:48:00,2914529280.00 ,2976153600.00 ,2979311616.00 ,2696986624.00 ,2895958016.00 ,3036917760.00 ,2927976448.00 ,2948808704.00 ,2958299136.00 ,2906464256.00 ,2895290368.00 ,2932731904.00 ,2962722816.00 ,2944765952.00 ,2991980544.00 ,2892181504.00 ,3042840576.00 ,2952146944.00 ,2956984320.00 ,3263107072.00 ,2895646720.00 ,2917937152.00 ,2955665408.00 ,2919325696.00 ,2890764288.00 ,2921762816.00 ,2913476608.00 ,2878676992.00 ,2953330688.00 ,2917322752.00 ,3058524160.00 ,2915254272.00 ,2919153664.00 ,2972745728.00 ,2929307648.00 ,2900074496.00 ,2910318592.00 ,2906288128.00 ,2946236416.00 ,3045175296.00 ,2950750208.00 ,2918182912.00 ,2943737856.00 ,2940420096.00 ,2919862272.00 ,2933346304.00 ,2787295232.00 ,2989707264.00 ,2927935488.00 ,2909085696.00 ,2904285184.00 ,,149867753472.00 
13:48:15,2916208640.00 ,2966941696.00 ,2980487168.00 ,2696400896.00 ,2894864384.00 ,3037192192.00 ,2926329856.00 ,2948923392.00 ,2961338368.00 ,2909802496.00 ,2895384576.00 ,2931650560.00 ,2962628608.00 ,2945024000.00 ,2990759936.00 ,2890813440.00 ,3041988608.00 ,2954211328.00 ,2957959168.00 ,3264421888.00 ,2896080896.00 ,2921697280.00 ,2956378112.00 ,2916569088.00 ,2888478720.00 ,2923458560.00 ,2914107392.00 ,2880307200.00 ,2954735616.00 ,2917531648.00 ,3059318784.00 ,2915409920.00 ,2918400000.00 ,2971324416.00 ,2930376704.00 ,2900430848.00 ,2910932992.00 ,2904477696.00 ,2952716288.00 ,3049955328.00 ,2952458240.00 ,2917748736.00 ,2935214080.00 ,2939904000.00 ,2920820736.00 ,2932436992.00 ,2790985728.00 ,2978172928.00 ,2929639424.00 ,2907410432.00 ,2909396992.00 ,,149870206976.00 
13:48:30,2916020224.00 ,2963931136.00 ,2976620544.00 ,2692640768.00 ,2893426688.00 ,3035713536.00 ,2925940736.00 ,2946969600.00 ,2959716352.00 ,2904240128.00 ,2897825792.00 ,2927951872.00 ,2958307328.00 ,2947067904.00 ,3004055552.00 ,2890989568.00 ,3036438528.00 ,2951032832.00 ,2956464128.00 ,3264212992.00 ,2891931648.00 ,2938744832.00 ,2953031680.00 ,2916683776.00 ,2889244672.00 ,2924318720.00 ,2925772800.00 ,2876555264.00 ,2955407360.00 ,2918129664.00 ,3053924352.00 ,2929954816.00 ,2917003264.00 ,2969841664.00 ,2928558080.00 ,2894249984.00 ,2906980352.00 ,2904154112.00 ,2942480384.00 ,3046113280.00 ,2951749632.00 ,2914709504.00 ,2936020992.00 ,2945187840.00 ,2932969472.00 ,2929897472.00 ,2785505280.00 ,2976149504.00 ,2931023872.00 ,2909683712.00 ,2908844032.00 ,,149854388224.00 
13:48:45,2914279424.00 ,2966425600.00 ,2977316864.00 ,2696589312.00 ,2896060416.00 ,3040415744.00 ,2927943680.00 ,2949324800.00 ,2958544896.00 ,2908176384.00 ,2898165760.00 ,2932092928.00 ,2964443136.00 ,2944581632.00 ,2991509504.00 ,2892357632.00 ,3040210944.00 ,2952916992.00 ,2956570624.00 ,3262156800.00 ,2892996608.00 ,2923909120.00 ,2955575296.00 ,2916495360.00 ,2888392704.00 ,2924191744.00 ,2913083392.00 ,2879348736.00 ,2952830976.00 ,2916392960.00 ,3055054848.00 ,2915176448.00 ,2919010304.00 ,2971332608.00 ,2930573312.00 ,2897293312.00 ,2910560256.00 ,2903244800.00 ,2945957888.00 ,3047137280.00 ,2951077888.00 ,2915852288.00 ,2933063680.00 ,2941546496.00 ,2919632896.00 ,2929401856.00 ,2787045376.00 ,2975952896.00 ,2929270784.00 ,2915508224.00 ,2910638080.00 ,,149837631488.00 
13:49:00,2915311616.00 ,2965626880.00 ,2977370112.00 ,2694811648.00 ,2896371712.00 ,3040854016.00 ,2927550464.00 ,2949263360.00 ,2955096064.00 ,2907131904.00 ,2895175680.00 ,2940248064.00 ,2963480576.00 ,2944954368.00 ,2990620672.00 ,2891210752.00 ,3039567872.00 ,2952544256.00 ,2955763712.00 ,3262922752.00 ,2893316096.00 ,2919448576.00 ,2957598720.00 ,2925031424.00 ,2888249344.00 ,2921226240.00 ,2913193984.00 ,2878902272.00 ,2957258752.00 ,2914848768.00 ,3057188864.00 ,2915905536.00 ,2919354368.00 ,2974490624.00 ,2929565696.00 ,2912038912.00 ,2910109696.00 ,2903777280.00 ,2945658880.00 ,3046096896.00 ,2949783552.00 ,2916048896.00 ,2932539392.00 ,2941833216.00 ,2918711296.00 ,2929278976.00 ,2786603008.00 ,2977259520.00 ,2930122752.00 ,2912129024.00 ,2906566656.00 ,,149850013696.00 
13:49:15,2915201024.00 ,2966908928.00 ,2976051200.00 ,2695446528.00 ,2896039936.00 ,3040051200.00 ,2928037888.00 ,2961895424.00 ,2955395072.00 ,2910142464.00 ,2895101952.00 ,2934366208.00 ,2963177472.00 ,2944434176.00 ,2991259648.00 ,2892537856.00 ,3040550912.00 ,2954465280.00 ,2955829248.00 ,3264110592.00 ,2896830464.00 ,2922053632.00 ,2957926400.00 ,2919432192.00 ,2887860224.00 ,2925088768.00 ,2912882688.00 ,2880126976.00 ,2954461184.00 ,2918150144.00 ,3058540544.00 ,2914922496.00 ,2920894464.00 ,2972868608.00 ,2929459200.00 ,2898444288.00 ,2909339648.00 ,2906521600.00 ,2944847872.00 ,3047297024.00 ,2950144000.00 ,2917543936.00 ,2934992896.00 ,2941665280.00 ,2921218048.00 ,2930163712.00 ,2787225600.00 ,2976169984.00 ,2930089984.00 ,2911719424.00 ,2911637504.00 ,,149871521792.00 
13:49:30,2917445632.00 ,2966388736.00 ,2976571392.00 ,2691428352.00 ,2891415552.00 ,3037872128.00 ,2926284800.00 ,2944483328.00 ,2970271744.00 ,2906771456.00 ,2907209728.00 ,2929606656.00 ,2959605760.00 ,2946244608.00 ,2989334528.00 ,2891530240.00 ,3035570176.00 ,2952073216.00 ,2951553024.00 ,3263148032.00 ,2894483456.00 ,2923077632.00 ,2954268672.00 ,2918232064.00 ,2906914816.00 ,2928046080.00 ,2925678592.00 ,2874077184.00 ,2955894784.00 ,2916196352.00 ,3056246784.00 ,2933243904.00 ,2919948288.00 ,2970226688.00 ,2927214592.00 ,2897461248.00 ,2906177536.00 ,2901946368.00 ,2942459904.00 ,3046178816.00 ,2948370432.00 ,2914226176.00 ,2935853056.00 ,2934595584.00 ,2919231488.00 ,2938060800.00 ,2783821824.00 ,2977001472.00 ,2931437568.00 ,2912206848.00 ,2927333376.00 ,,149874921472.00 
13:49:45,2914627584.00 ,2965716992.00 ,2978287616.00 ,2695303168.00 ,2893475840.00 ,3040079872.00 ,2925326336.00 ,2951028736.00 ,2958807040.00 ,2910126080.00 ,2895847424.00 ,2934714368.00 ,2959818752.00 ,2943942656.00 ,2992795648.00 ,2892226560.00 ,3036999680.00 ,2954383360.00 ,2956619776.00 ,3260297216.00 ,2898821120.00 ,2920046592.00 ,2955640832.00 ,2918985728.00 ,2888568832.00 ,2929590272.00 ,2911207424.00 ,2876534784.00 ,2957344768.00 ,2916569088.00 ,3056693248.00 ,2916102144.00 ,2919636992.00 ,2972311552.00 ,2930868224.00 ,2897215488.00 ,2912059392.00 ,2904076288.00 ,2944102400.00 ,3046187008.00 ,2948030464.00 ,2915528704.00 ,2939838464.00 ,2938433536.00 ,2919628800.00 ,2928635904.00 ,2786598912.00 ,2975993856.00 ,2931949568.00 ,2910957568.00 ,2911309824.00 ,,149839892480.00 
13:50:00,2916323328.00 ,2973929472.00 ,2977472512.00 ,2693795840.00 ,2892808192.00 ,3038801920.00 ,2925899776.00 ,2948489216.00 ,2957594624.00 ,2909458432.00 ,2894524416.00 ,2934173696.00 ,2963210240.00 ,2943922176.00 ,2992230400.00 ,2889572352.00 ,3037917184.00 ,2955239424.00 ,2955272192.00 ,3268743168.00 ,2898223104.00 ,2916532224.00 ,2957746176.00 ,2919399424.00 ,2888769536.00 ,2924883968.00 ,2911117312.00 ,2883047424.00 ,2957131776.00 ,2914570240.00 ,3057680384.00 ,2924965888.00 ,2920624128.00 ,2971672576.00 ,2929020928.00 ,2896904192.00 ,2912788480.00 ,2906148864.00 ,2944036864.00 ,3046629376.00 ,2949201920.00 ,2915377152.00 ,2938064896.00 ,2940207104.00 ,2921881600.00 ,2927718400.00 ,2786013184.00 ,2976055296.00 ,2941095936.00 ,2909122560.00 ,2907164672.00 ,,149863174144.00 
13:50:15,2917564416.00 ,2965970944.00 ,2978111488.00 ,2708951040.00 ,2890821632.00 ,3040890880.00 ,2926673920.00 ,2949021696.00 ,2957352960.00 ,2909945856.00 ,2893729792.00 ,2935742464.00 ,2963038208.00 ,2946539520.00 ,2993606656.00 ,2892898304.00 ,3038986240.00 ,2955988992.00 ,2956541952.00 ,3264114688.00 ,2898341888.00 ,2924220416.00 ,2957369344.00 ,2917462016.00 ,2888581120.00 ,2928443392.00 ,2921213952.00 ,2877554688.00 ,2957242368.00 ,2914353152.00 ,3059933184.00 ,2915614720.00 ,2920517632.00 ,2973360128.00 ,2931273728.00 ,2898518016.00 ,2919743488.00 ,2906816512.00 ,2947792896.00 ,3047124992.00 ,2951151616.00 ,2915819520.00 ,2938200064.00 ,2939842560.00 ,2922881024.00 ,2928685056.00 ,2787520512.00 ,2979401728.00 ,2930151424.00 ,2911830016.00 ,2911854592.00 ,,149909307392.00 
13:50:30,2929254400.00 ,2963873792.00 ,2976649216.00 ,2692448256.00 ,2893262848.00 ,3053195264.00 ,2925547520.00 ,2944516096.00 ,2952806400.00 ,2918248448.00 ,2896236544.00 ,2928525312.00 ,2959716352.00 ,2945421312.00 ,2992381952.00 ,2889371648.00 ,3037417472.00 ,2950836224.00 ,2954362880.00 ,3261329408.00 ,2896916480.00 ,2921263104.00 ,2952257536.00 ,2916147200.00 ,2890379264.00 ,2933166080.00 ,2924560384.00 ,2876788736.00 ,2957807616.00 ,2914160640.00 ,3059044352.00 ,2932359168.00 ,2919178240.00 ,2968203264.00 ,2930982912.00 ,2895376384.00 ,2906288128.00 ,2903990272.00 ,2940502016.00 ,3048132608.00 ,2950197248.00 ,2910797824.00 ,2938257408.00 ,2936987648.00 ,2923245568.00 ,2928590848.00 ,2783420416.00 ,2977411072.00 ,2928947200.00 ,2914242560.00 ,2911711232.00 ,,149856714752.00 
13:50:45,2916147200.00 ,2967433216.00 ,2973577216.00 ,2693656576.00 ,2893586432.00 ,3041062912.00 ,2927439872.00 ,2947190784.00 ,2956349440.00 ,2908389376.00 ,2896654336.00 ,2934243328.00 ,2962403328.00 ,2944278528.00 ,2994245632.00 ,2892488704.00 ,3048116224.00 ,2951479296.00 ,2955321344.00 ,3262681088.00 ,2897960960.00 ,2922278912.00 ,2957168640.00 ,2917818368.00 ,2887073792.00 ,2928685056.00 ,2912546816.00 ,2877755392.00 ,2953867264.00 ,2915672064.00 ,3055329280.00 ,2915889152.00 ,2919784448.00 ,2971021312.00 ,2929180672.00 ,2896306176.00 ,2910449664.00 ,2905239552.00 ,2944122880.00 ,3045875712.00 ,2949537792.00 ,2918035456.00 ,2940821504.00 ,2940669952.00 ,2923687936.00 ,2938208256.00 ,2783723520.00 ,2975633408.00 ,2927300608.00 ,2911780864.00 ,2912518144.00 ,,149852688384.00 
13:51:00,2916855808.00 ,2966867968.00 ,2975363072.00 ,2695593984.00 ,2895175680.00 ,3039956992.00 ,2925273088.00 ,2949451776.00 ,2957070336.00 ,2906701824.00 ,2895187968.00 ,2934702080.00 ,2962718720.00 ,2946269184.00 ,2993500160.00 ,2891030528.00 ,3039490048.00 ,2955444224.00 ,2956304384.00 ,3261394944.00 ,2896281600.00 ,2917777408.00 ,2956431360.00 ,2919329792.00 ,2888769536.00 ,2925694976.00 ,2911182848.00 ,2877997056.00 ,2956685312.00 ,2909696000.00 ,3054542848.00 ,2915368960.00 ,2918862848.00 ,2974535680.00 ,2929074176.00 ,2896220160.00 ,2910932992.00 ,2906116096.00 ,2954825728.00 ,3047276544.00 ,2947952640.00 ,2916200448.00 ,2935975936.00 ,2941366272.00 ,2924175360.00 ,2927214592.00 ,2785320960.00 ,2978648064.00 ,2924343296.00 ,2909847552.00 ,2907095040.00 ,,149830094848.00 
