Time,emr-header-1/used,emr-worker-1/used,emr-worker-10/used,emr-worker-11/used,emr-worker-12/used,emr-worker-13/used,emr-worker-14/used,emr-worker-15/used,emr-worker-16/used,emr-worker-17/used,emr-worker-18/used,emr-worker-19/used,emr-worker-2/used,emr-worker-20/used,emr-worker-21/used,emr-worker-22/used,emr-worker-23/used,emr-worker-24/used,emr-worker-25/used,emr-worker-26/used,emr-worker-27/used,emr-worker-28/used,emr-worker-29/used,emr-worker-3/used,emr-worker-30/used,emr-worker-31/used,emr-worker-32/used,emr-worker-33/used,emr-worker-34/used,emr-worker-35/used,emr-worker-36/used,emr-worker-37/used,emr-worker-38/used,emr-worker-39/used,emr-worker-4/used,emr-worker-40/used,emr-worker-41/used,emr-worker-42/used,emr-worker-43/used,emr-worker-44/used,emr-worker-45/used,emr-worker-46/used,emr-worker-47/used,emr-worker-48/used,emr-worker-49/used,emr-worker-5/used,emr-worker-50/used,emr-worker-51/used,emr-worker-52/used,emr-worker-53/used,emr-worker-54/used,emr-worker-55/used,emr-worker-56/used,emr-worker-57/used,emr-worker-58/used,emr-worker-59/used,emr-worker-6/used,emr-worker-60/used,emr-worker-7/used,emr-worker-8/used,emr-worker-9/used,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10546626560.00 ,2957316096.00 ,2765963264.00 ,2808233984.00 ,2753777664.00 ,14498263040.00 ,2817990656.00 ,14187376640.00 ,2792714240.00 ,2727763968.00 ,2742431744.00 ,14384701440.00 ,2661511168.00 ,2756034560.00 ,2763698176.00 ,2804887552.00 ,2848976896.00 ,14356856832.00 ,14027825152.00 ,2785046528.00 ,2776907776.00 ,2773504000.00 ,14522265600.00 ,2808782848.00 ,2793336832.00 ,14526517248.00 ,14439989248.00 ,2785742848.00 ,2688385024.00 ,2788777984.00 ,2769014784.00 ,2812887040.00 ,14350372864.00 ,2746003456.00 ,2599383040.00 ,2806861824.00 ,2810531840.00 ,2811023360.00 ,14467727360.00 ,2783879168.00 ,2832281600.00 ,2621374464.00 ,14337323008.00 ,14442655744.00 ,2614366208.00 ,14125797376.00 ,13879369728.00 ,14499115008.00 ,2547515392.00 ,2754330624.00 ,2909802496.00 ,2804035584.00 ,2802020352.00 ,2833313792.00 ,2762498048.00 ,2772770816.00 ,2797850624.00 ,13957591040.00 ,2790137856.00 ,2847768576.00 ,2699079680.00 ,,361480888320.00 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:21:00,9704439808.00 ,2943000576.00 ,2753003520.00 ,2792288256.00 ,2734575616.00 ,2776821760.00 ,2791542784.00 ,2791190528.00 ,2774179840.00 ,2710265856.00 ,2732556288.00 ,2730369024.00 ,2636488704.00 ,2743275520.00 ,2749186048.00 ,2791092224.00 ,2832564224.00 ,2747011072.00 ,2683453440.00 ,2778083328.00 ,2757513216.00 ,2758422528.00 ,2801426432.00 ,2797056000.00 ,2766024704.00 ,2767212544.00 ,2825584640.00 ,2772176896.00 ,2677800960.00 ,2777903104.00 ,2759426048.00 ,2795241472.00 ,2746785792.00 ,2731442176.00 ,2585309184.00 ,2792673280.00 ,2789953536.00 ,2789994496.00 ,2819244032.00 ,2778308608.00 ,2816106496.00 ,2611654656.00 ,2781388800.00 ,2775842816.00 ,2592354304.00 ,2801430528.00 ,2595110912.00 ,2813308928.00 ,2543575040.00 ,2741858304.00 ,2894200832.00 ,2784604160.00 ,2794045440.00 ,2829139968.00 ,2750091264.00 ,2766639104.00 ,2779447296.00 ,2742358016.00 ,2776186880.00 ,2836144128.00 ,2677129216.00 ,,175187505152.00 
11:21:15,9694613504.00 ,2938187776.00 ,2751090688.00 ,2791866368.00 ,2735693824.00 ,2776907776.00 ,2793844736.00 ,2793357312.00 ,2773606400.00 ,2709172224.00 ,2732068864.00 ,2732859392.00 ,2636791808.00 ,2743193600.00 ,2750058496.00 ,2784964608.00 ,2829234176.00 ,2747256832.00 ,2684256256.00 ,2775064576.00 ,2767880192.00 ,2758533120.00 ,2805551104.00 ,2807173120.00 ,2768982016.00 ,2767343616.00 ,2826952704.00 ,2770743296.00 ,2681278464.00 ,2778714112.00 ,2754428928.00 ,2796900352.00 ,2748157952.00 ,2729672704.00 ,2583162880.00 ,2792054784.00 ,2791858176.00 ,2790699008.00 ,2818801664.00 ,2779193344.00 ,2816737280.00 ,2610376704.00 ,2770227200.00 ,2775977984.00 ,2596012032.00 ,2799849472.00 ,2595598336.00 ,2813558784.00 ,2533920768.00 ,2742050816.00 ,2893791232.00 ,2786582528.00 ,2792722432.00 ,2828046336.00 ,2749775872.00 ,2768932864.00 ,2792161280.00 ,2748125184.00 ,2778468352.00 ,2844712960.00 ,2682380288.00 ,,175212179456.00 
11:21:30,9699983360.00 ,2951282688.00 ,2752204800.00 ,2793226240.00 ,2734166016.00 ,2775183360.00 ,2808823808.00 ,2808631296.00 ,2775392256.00 ,2706526208.00 ,2728841216.00 ,2730926080.00 ,2636435456.00 ,2753138688.00 ,2748805120.00 ,2776858624.00 ,2831265792.00 ,2752217088.00 ,2682220544.00 ,2779619328.00 ,2754220032.00 ,2758856704.00 ,2808418304.00 ,2797981696.00 ,2770522112.00 ,2767106048.00 ,2826616832.00 ,2770006016.00 ,2680512512.00 ,2780258304.00 ,2756337664.00 ,2795700224.00 ,2743771136.00 ,2742140928.00 ,2578345984.00 ,2787729408.00 ,2788012032.00 ,2788438016.00 ,2816606208.00 ,2776219648.00 ,2816106496.00 ,2609754112.00 ,2769326080.00 ,2773794816.00 ,2611224576.00 ,2801139712.00 ,2590134272.00 ,2816860160.00 ,2533646336.00 ,2757304320.00 ,2892664832.00 ,2788831232.00 ,2805612544.00 ,2828861440.00 ,2749251584.00 ,2768510976.00 ,2779697152.00 ,2761699328.00 ,2779369472.00 ,2846142464.00 ,2681278464.00 ,,175274758144.00 
11:21:45,9694089216.00 ,2928840704.00 ,2751840256.00 ,2795008000.00 ,2735382528.00 ,2776887296.00 ,2791546880.00 ,2794512384.00 ,2777477120.00 ,2725474304.00 ,2731978752.00 ,2745507840.00 ,2636935168.00 ,2746777600.00 ,2747035648.00 ,2781089792.00 ,2839871488.00 ,2746777600.00 ,2684534784.00 ,2781134848.00 ,2753904640.00 ,2758705152.00 ,2807328768.00 ,2805350400.00 ,2769248256.00 ,2766376960.00 ,2826936320.00 ,2770305024.00 ,2680033280.00 ,2779594752.00 ,2756489216.00 ,2797785088.00 ,2753142784.00 ,2732089344.00 ,2583519232.00 ,2793025536.00 ,2790846464.00 ,2789351424.00 ,2817048576.00 ,2779676672.00 ,2821017600.00 ,2618101760.00 ,2771251200.00 ,2777378816.00 ,2595409920.00 ,2797654016.00 ,2595999744.00 ,2816921600.00 ,2533756928.00 ,2741981184.00 ,2892476416.00 ,2786463744.00 ,2793750528.00 ,2842329088.00 ,2751778816.00 ,2767421440.00 ,2781589504.00 ,2747723776.00 ,2779041792.00 ,2844766208.00 ,2683408384.00 ,,175263682560.00 
11:22:00,9692205056.00 ,2942341120.00 ,2754097152.00 ,2794266624.00 ,2736529408.00 ,2777747456.00 ,2793582592.00 ,2793652224.00 ,2778591232.00 ,2709606400.00 ,2731143168.00 ,2729467904.00 ,2637373440.00 ,2746941440.00 ,2749214720.00 ,2783813632.00 ,2832883712.00 ,2745241600.00 ,2685890560.00 ,2778591232.00 ,2758209536.00 ,2765418496.00 ,2808291328.00 ,2806202368.00 ,2770214912.00 ,2768461824.00 ,2836709376.00 ,2771607552.00 ,2681856000.00 ,2779160576.00 ,2759675904.00 ,2797690880.00 ,2748252160.00 ,2732912640.00 ,2583064576.00 ,2792407040.00 ,2793734144.00 ,2793861120.00 ,2819153920.00 ,2778271744.00 ,2815148032.00 ,2609315840.00 ,2771759104.00 ,2780094464.00 ,2598723584.00 ,2800533504.00 ,2596728832.00 ,2820661248.00 ,2533478400.00 ,2742689792.00 ,2895077376.00 ,2789281792.00 ,2795036672.00 ,2829873152.00 ,2753134592.00 ,2768138240.00 ,2781970432.00 ,2748370944.00 ,2777255936.00 ,2841243648.00 ,2683420672.00 ,,175270273024.00 
11:22:15,9698385920.00 ,2927865856.00 ,2752909312.00 ,2795081728.00 ,2735431680.00 ,2782089216.00 ,2794278912.00 ,2792968192.00 ,2777354240.00 ,2710495232.00 ,2731298816.00 ,2730860544.00 ,2638856192.00 ,2749382656.00 ,2750091264.00 ,2783842304.00 ,2833080320.00 ,2747363328.00 ,2685235200.00 ,2780495872.00 ,2756919296.00 ,2760855552.00 ,2808401920.00 ,2804908032.00 ,2772111360.00 ,2768404480.00 ,2829312000.00 ,2784874496.00 ,2682372096.00 ,2781233152.00 ,2759684096.00 ,2797875200.00 ,2747645952.00 ,2734989312.00 ,2586550272.00 ,2793193472.00 ,2792628224.00 ,2792349696.00 ,2819907584.00 ,2780835840.00 ,2813730816.00 ,2611802112.00 ,2770968576.00 ,2777473024.00 ,2600058880.00 ,2801254400.00 ,2597355520.00 ,2819801088.00 ,2534203392.00 ,2743812096.00 ,2894663680.00 ,2788720640.00 ,2794225664.00 ,2831224832.00 ,2751684608.00 ,2770190336.00 ,2783387648.00 ,2746798080.00 ,2780401664.00 ,2844545024.00 ,2683928576.00 ,,175292649472.00 
11:22:30,9821466624.00 ,2947416064.00 ,2761527296.00 ,2795528192.00 ,2734493696.00 ,2781372416.00 ,2793877504.00 ,2790617088.00 ,2777423872.00 ,2709655552.00 ,2730299392.00 ,2732109824.00 ,2636955648.00 ,2744668160.00 ,2748506112.00 ,2776645632.00 ,2835177472.00 ,2748252160.00 ,2685067264.00 ,2779529216.00 ,2757152768.00 ,2759311360.00 ,2808422400.00 ,2804326400.00 ,2771402752.00 ,2768736256.00 ,2828570624.00 ,2773045248.00 ,2683244544.00 ,2782310400.00 ,2769362944.00 ,2796961792.00 ,2745937920.00 ,2735452160.00 ,2581872640.00 ,2788777984.00 ,2791399424.00 ,2789945344.00 ,2817675264.00 ,2778021888.00 ,2816106496.00 ,2613858304.00 ,2768781312.00 ,2772246528.00 ,2602131456.00 ,2799423488.00 ,2592763904.00 ,2819538944.00 ,2536599552.00 ,2741022720.00 ,2892390400.00 ,2788556800.00 ,2794057728.00 ,2826891264.00 ,2749128704.00 ,2767032320.00 ,2782969856.00 ,2747084800.00 ,2779275264.00 ,2845638656.00 ,2684481536.00 ,,175382499328.00 
11:22:45,9692442624.00 ,2945060864.00 ,2761936896.00 ,2794659840.00 ,2738266112.00 ,2781691904.00 ,2797834240.00 ,2794020864.00 ,2777952256.00 ,2715824128.00 ,2731155456.00 ,2734395392.00 ,2636546048.00 ,2747969536.00 ,2749112320.00 ,2780856320.00 ,2834296832.00 ,2748321792.00 ,2685448192.00 ,2782216192.00 ,2759159808.00 ,2759757824.00 ,2806534144.00 ,2807619584.00 ,2773721088.00 ,2770571264.00 ,2829975552.00 ,2773647360.00 ,2682593280.00 ,2781536256.00 ,2760654848.00 ,2799788032.00 ,2746376192.00 ,2732982272.00 ,2585944064.00 ,2792202240.00 ,2799173632.00 ,2790088704.00 ,2819522560.00 ,2781417472.00 ,2816204800.00 ,2612805632.00 ,2772013056.00 ,2775044096.00 ,2601168896.00 ,2802032640.00 ,2596245504.00 ,2818322432.00 ,2532888576.00 ,2743115776.00 ,2896347136.00 ,2788548608.00 ,2795900928.00 ,2829045760.00 ,2754695168.00 ,2768556032.00 ,2783862784.00 ,2748358656.00 ,2780450816.00 ,2848268288.00 ,2682986496.00 ,,175330136064.00 
11:23:00,9700057088.00 ,2950156288.00 ,2762301440.00 ,2799144960.00 ,2738176000.00 ,2781761536.00 ,2796728320.00 ,2793115648.00 ,2774904832.00 ,2714480640.00 ,2730942464.00 ,2729922560.00 ,2636967936.00 ,2745757696.00 ,2748116992.00 ,2781683712.00 ,2835947520.00 ,2745999360.00 ,2685939712.00 ,2782150656.00 ,2758352896.00 ,2757013504.00 ,2806272000.00 ,2808102912.00 ,2773811200.00 ,2768363520.00 ,2828652544.00 ,2773078016.00 ,2683260928.00 ,2779582464.00 ,2761547776.00 ,2797580288.00 ,2748436480.00 ,2732707840.00 ,2587148288.00 ,2789580800.00 ,2794905600.00 ,2794901504.00 ,2820763648.00 ,2780319744.00 ,2817527808.00 ,2608963584.00 ,2774503424.00 ,2777755648.00 ,2600878080.00 ,2799259648.00 ,2596130816.00 ,2819891200.00 ,2535223296.00 ,2743787520.00 ,2898059264.00 ,2789621760.00 ,2795249664.00 ,2831085568.00 ,2756685824.00 ,2768625664.00 ,2783154176.00 ,2749014016.00 ,2776588288.00 ,2843959296.00 ,2684178432.00 ,,175328780288.00 
11:23:15,9701707776.00 ,2945536000.00 ,2763112448.00 ,2796597248.00 ,2735972352.00 ,2784944128.00 ,2797658112.00 ,2794266624.00 ,2781360128.00 ,2723700736.00 ,2732515328.00 ,2734264320.00 ,2636861440.00 ,2746114048.00 ,2750308352.00 ,2783338496.00 ,2837344256.00 ,2749255680.00 ,2690355200.00 ,2781777920.00 ,2760933376.00 ,2761744384.00 ,2809839616.00 ,2807607296.00 ,2774945792.00 ,2769915904.00 ,2829852672.00 ,2776281088.00 ,2685292544.00 ,2781970432.00 ,2759581696.00 ,2799611904.00 ,2748612608.00 ,2734551040.00 ,2588200960.00 ,2793553920.00 ,2794639360.00 ,2792120320.00 ,2821091328.00 ,2793488384.00 ,2818043904.00 ,2614157312.00 ,2791366656.00 ,2777821184.00 ,2604707840.00 ,2801172480.00 ,2599059456.00 ,2820915200.00 ,2538967040.00 ,2743721984.00 ,2897850368.00 ,2790760448.00 ,2795601920.00 ,2831966208.00 ,2769915904.00 ,2784436224.00 ,2784538624.00 ,2751193088.00 ,2783965184.00 ,2859429888.00 ,2687787008.00 ,,175498203136.00 
11:23:30,9706446848.00 ,2945257472.00 ,2761682944.00 ,2809483264.00 ,2736345088.00 ,2782429184.00 ,2794868736.00 ,2794811392.00 ,2782081024.00 ,2722992128.00 ,2732675072.00 ,2736291840.00 ,2635751424.00 ,2743697408.00 ,2749243392.00 ,2779856896.00 ,2836398080.00 ,2749464576.00 ,2687393792.00 ,2779508736.00 ,2759749632.00 ,2761916416.00 ,2810658816.00 ,2804027392.00 ,2771468288.00 ,2770456576.00 ,2828193792.00 ,2775080960.00 ,2684219392.00 ,2782937088.00 ,2758410240.00 ,2798395392.00 ,2753355776.00 ,2735554560.00 ,2588385280.00 ,2795196416.00 ,2793406464.00 ,2790248448.00 ,2819887104.00 ,2777120768.00 ,2818359296.00 ,2614710272.00 ,2773000192.00 ,2776584192.00 ,2604892160.00 ,2803879936.00 ,2593714176.00 ,2819989504.00 ,2538975232.00 ,2743029760.00 ,2895540224.00 ,2790555648.00 ,2796978176.00 ,2828099584.00 ,2755710976.00 ,2769219584.00 ,2783657984.00 ,2749612032.00 ,2782113792.00 ,2848854016.00 ,2687303680.00 ,,175400128512.00 
11:23:45,9700679680.00 ,2951475200.00 ,2760679424.00 ,2797469696.00 ,2738245632.00 ,2783576064.00 ,2798112768.00 ,2794299392.00 ,2781552640.00 ,2723303424.00 ,2733019136.00 ,2735058944.00 ,2635952128.00 ,2748952576.00 ,2754097152.00 ,2784198656.00 ,2835353600.00 ,2749513728.00 ,2688241664.00 ,2782429184.00 ,2760019968.00 ,2763407360.00 ,2809245696.00 ,2806779904.00 ,2775633920.00 ,2768285696.00 ,2831720448.00 ,2773970944.00 ,2682085376.00 ,2784231424.00 ,2762350592.00 ,2797342720.00 ,2751655936.00 ,2734583808.00 ,2587803648.00 ,2794684416.00 ,2794270720.00 ,2791452672.00 ,2820214784.00 ,2778791936.00 ,2817810432.00 ,2614521856.00 ,2773131264.00 ,2786897920.00 ,2604490752.00 ,2804191232.00 ,2596917248.00 ,2821632000.00 ,2540199936.00 ,2744205312.00 ,2895355904.00 ,2788831232.00 ,2796101632.00 ,2831843328.00 ,2754265088.00 ,2769125376.00 ,2785296384.00 ,2749792256.00 ,2783162368.00 ,2849935360.00 ,2687762432.00 ,,175440211968.00 
11:24:00,9707401216.00 ,2944540672.00 ,2760671232.00 ,2796888064.00 ,2738503680.00 ,2784182272.00 ,2797699072.00 ,2795565056.00 ,2778202112.00 ,2722930688.00 ,2734182400.00 ,2735599616.00 ,2650337280.00 ,2751242240.00 ,2754510848.00 ,2782789632.00 ,2836021248.00 ,2748444672.00 ,2687037440.00 ,2782412800.00 ,2760806400.00 ,2760056832.00 ,2813239296.00 ,2807169024.00 ,2775924736.00 ,2768146432.00 ,2829062144.00 ,2775089152.00 ,2692468736.00 ,2782089216.00 ,2762977280.00 ,2799079424.00 ,2756440064.00 ,2738413568.00 ,2587639808.00 ,2796027904.00 ,2793713664.00 ,2793668608.00 ,2821447680.00 ,2780708864.00 ,2818441216.00 ,2613682176.00 ,2776780800.00 ,2779271168.00 ,2605662208.00 ,2801811456.00 ,2597289984.00 ,2823360512.00 ,2540388352.00 ,2744127488.00 ,2899267584.00 ,2789249024.00 ,2796126208.00 ,2832347136.00 ,2757419008.00 ,2769887232.00 ,2782896128.00 ,2748153856.00 ,2781466624.00 ,2845888512.00 ,2686427136.00 ,,175473274880.00 
11:24:15,9698578432.00 ,2946646016.00 ,2761379840.00 ,2795950080.00 ,2736140288.00 ,2782756864.00 ,2813972480.00 ,2809401344.00 ,2781925376.00 ,2725625856.00 ,2732011520.00 ,2734886912.00 ,2641047552.00 ,2755923968.00 ,2756313088.00 ,2783559680.00 ,2837245952.00 ,2754711552.00 ,2686910464.00 ,2779832320.00 ,2762747904.00 ,2762924032.00 ,2812157952.00 ,2806317056.00 ,2777202688.00 ,2770149376.00 ,2828718080.00 ,2777194496.00 ,2683109376.00 ,2783633408.00 ,2765062144.00 ,2797641728.00 ,2755325952.00 ,2748649472.00 ,2589073408.00 ,2794254336.00 ,2798092288.00 ,2791727104.00 ,2825973760.00 ,2780561408.00 ,2817904640.00 ,2615238656.00 ,2775277568.00 ,2780393472.00 ,2604003328.00 ,2803535872.00 ,2597773312.00 ,2834448384.00 ,2539089920.00 ,2761207808.00 ,2896977920.00 ,2790404096.00 ,2806820864.00 ,2832203776.00 ,2754404352.00 ,2770763776.00 ,2784354304.00 ,2761154560.00 ,2782449664.00 ,2848624640.00 ,2686017536.00 ,,175568384000.00 
11:24:30,9813671936.00 ,2945150976.00 ,2761269248.00 ,2796470272.00 ,2737176576.00 ,2787110912.00 ,2794889216.00 ,2798051328.00 ,2782023680.00 ,2728857600.00 ,2732351488.00 ,2737426432.00 ,2639912960.00 ,2744692736.00 ,2757705728.00 ,2791424000.00 ,2846830592.00 ,2750423040.00 ,2683572224.00 ,2781655040.00 ,2759835648.00 ,2763390976.00 ,2826604544.00 ,2806636544.00 ,2774716416.00 ,2771910656.00 ,2830499840.00 ,2777755648.00 ,2683490304.00 ,2784509952.00 ,2763059200.00 ,2798174208.00 ,2766323712.00 ,2738323456.00 ,2588221440.00 ,2788937728.00 ,2794840064.00 ,2791251968.00 ,2822021120.00 ,2781454336.00 ,2822418432.00 ,2628022272.00 ,2771828736.00 ,2776743936.00 ,2602942464.00 ,2804772864.00 ,2595762176.00 ,2821156864.00 ,2538627072.00 ,2743283712.00 ,2896916480.00 ,2791481344.00 ,2798686208.00 ,2831437824.00 ,2753916928.00 ,2770886656.00 ,2785435648.00 ,2751664128.00 ,2783670272.00 ,2850713600.00 ,2687193088.00 ,,175630184448.00 
11:24:45,9682956288.00 ,2935537664.00 ,2762539008.00 ,2797408256.00 ,2741043200.00 ,2783428608.00 ,2798264320.00 ,2798465024.00 ,2783563776.00 ,2725154816.00 ,2733277184.00 ,2738057216.00 ,2640551936.00 ,2749308928.00 ,2756300800.00 ,2784485376.00 ,2837553152.00 ,2750210048.00 ,2692345856.00 ,2781904896.00 ,2762821632.00 ,2778157056.00 ,2813911040.00 ,2811113472.00 ,2777665536.00 ,2769883136.00 ,2832822272.00 ,2777358336.00 ,2688847872.00 ,2793119744.00 ,2764808192.00 ,2798419968.00 ,2755072000.00 ,2736013312.00 ,2589339648.00 ,2795864064.00 ,2796548096.00 ,2796875776.00 ,2822860800.00 ,2782191616.00 ,2825052160.00 ,2614464512.00 ,2775801856.00 ,2780381184.00 ,2602385408.00 ,2804379648.00 ,2598195200.00 ,2820513792.00 ,2538901504.00 ,2744922112.00 ,2898825216.00 ,2790236160.00 ,2794729472.00 ,2833686528.00 ,2756898816.00 ,2772647936.00 ,2788159488.00 ,2750734336.00 ,2784247808.00 ,2849824768.00 ,2687475712.00 ,,175528513536.00 
11:25:00,9695383552.00 ,2947227648.00 ,2759643136.00 ,2791522304.00 ,2733506560.00 ,2777481216.00 ,2793832448.00 ,2789175296.00 ,2776301568.00 ,2719744000.00 ,2727968768.00 ,2732204032.00 ,2641059840.00 ,2750881792.00 ,2751102976.00 ,2778886144.00 ,2832793600.00 ,2745569280.00 ,2686115840.00 ,2776764416.00 ,2760597504.00 ,2757632000.00 ,2813530112.00 ,2801405952.00 ,2769846272.00 ,2764455936.00 ,2831413248.00 ,2782494720.00 ,2680573952.00 ,2774433792.00 ,2759041024.00 ,2801176576.00 ,2750017536.00 ,2737532928.00 ,2589794304.00 ,2796908544.00 ,2791026688.00 ,2788036608.00 ,2816270336.00 ,2778476544.00 ,2817150976.00 ,2609020928.00 ,2768621568.00 ,2773803008.00 ,2599927808.00 ,2804531200.00 ,2591703040.00 ,2816593920.00 ,2540363776.00 ,2737999872.00 ,2894307328.00 ,2785701888.00 ,2792849408.00 ,2826448896.00 ,2752614400.00 ,2766450688.00 ,2778267648.00 ,2745331712.00 ,2784370688.00 ,2849595392.00 ,2679574528.00 ,,175267057664.00 
11:25:15,9681215488.00 ,2955386880.00 ,2759229440.00 ,2791161856.00 ,2744586240.00 ,2779131904.00 ,2793218048.00 ,2791100416.00 ,2782920704.00 ,2718924800.00 ,2728861696.00 ,2733273088.00 ,2642219008.00 ,2743840768.00 ,2751782912.00 ,2779475968.00 ,2831122432.00 ,2746028032.00 ,2688565248.00 ,2776563712.00 ,2756997120.00 ,2758275072.00 ,2805067776.00 ,2802507776.00 ,2771636224.00 ,2764386304.00 ,2822250496.00 ,2774663168.00 ,2683187200.00 ,2777051136.00 ,2760470528.00 ,2797613056.00 ,2750697472.00 ,2733514752.00 ,2586710016.00 ,2789187584.00 ,2792148992.00 ,2790707200.00 ,2815713280.00 ,2776932352.00 ,2821062656.00 ,2609852416.00 ,2769870848.00 ,2773831680.00 ,2599788544.00 ,2800865280.00 ,2593214464.00 ,2817839104.00 ,2535567360.00 ,2739810304.00 ,2891587584.00 ,2782900224.00 ,2793848832.00 ,2825363456.00 ,2752397312.00 ,2768064512.00 ,2781356032.00 ,2743988224.00 ,2778509312.00 ,2846937088.00 ,2680815616.00 ,,175235796992.00 
11:25:30,9692983296.00 ,2946265088.00 ,2757918720.00 ,2790957056.00 ,2732453888.00 ,2777587712.00 ,2792108032.00 ,2788098048.00 ,2776305664.00 ,2714693632.00 ,2726686720.00 ,2731728896.00 ,2645065728.00 ,2740006912.00 ,2751602688.00 ,2774794240.00 ,2830049280.00 ,2745077760.00 ,2685878272.00 ,2775957504.00 ,2754977792.00 ,2759528448.00 ,2806411264.00 ,2804469760.00 ,2770649088.00 ,2766954496.00 ,2823176192.00 ,2772766720.00 ,2683068416.00 ,2775236608.00 ,2757238784.00 ,2794455040.00 ,2745532416.00 ,2731806720.00 ,2580230144.00 ,2787049472.00 ,2790883328.00 ,2791735296.00 ,2810507264.00 ,2775113728.00 ,2819416064.00 ,2608721920.00 ,2763608064.00 ,2769219584.00 ,2598699008.00 ,2806878208.00 ,2604199936.00 ,2815406080.00 ,2535608320.00 ,2736701440.00 ,2890113024.00 ,2785341440.00 ,2791608320.00 ,2821672960.00 ,2753327104.00 ,2764931072.00 ,2780323840.00 ,2745147392.00 ,2778705920.00 ,2846507008.00 ,2681462784.00 ,,175155609600.00 
11:25:45,9696768000.00 ,2951675904.00 ,2766651392.00 ,2792001536.00 ,2732847104.00 ,2776436736.00 ,2792632320.00 ,2789421056.00 ,2776584192.00 ,2719526912.00 ,2729725952.00 ,2733715456.00 ,2646061056.00 ,2743836672.00 ,2750894080.00 ,2778390528.00 ,2829832192.00 ,2744864768.00 ,2685063168.00 ,2775871488.00 ,2754265088.00 ,2757169152.00 ,2806087680.00 ,2802139136.00 ,2769907712.00 ,2779594752.00 ,2819784704.00 ,2776297472.00 ,2683482112.00 ,2775351296.00 ,2757931008.00 ,2795687936.00 ,2749423616.00 ,2731823104.00 ,2584514560.00 ,2787098624.00 ,2793275392.00 ,2794336256.00 ,2814095360.00 ,2776850432.00 ,2820444160.00 ,2608340992.00 ,2767425536.00 ,2773602304.00 ,2599006208.00 ,2806919168.00 ,2594467840.00 ,2816430080.00 ,2541813760.00 ,2737184768.00 ,2891460608.00 ,2782277632.00 ,2789998592.00 ,2822750208.00 ,2755985408.00 ,2765963264.00 ,2779131904.00 ,2743840768.00 ,2776743936.00 ,2845007872.00 ,2680877056.00 ,,175221587968.00 
11:26:00,9693708288.00 ,2952314880.00 ,2758303744.00 ,2792767488.00 ,2731270144.00 ,2779729920.00 ,2791563264.00 ,2790744064.00 ,2771968000.00 ,2717331456.00 ,2728996864.00 ,2733137920.00 ,2647392256.00 ,2741915648.00 ,2751680512.00 ,2777739264.00 ,2832900096.00 ,2744225792.00 ,2687225856.00 ,2777382912.00 ,2754936832.00 ,2756771840.00 ,2805723136.00 ,2801311744.00 ,2783944704.00 ,2765361152.00 ,2821828608.00 ,2776014848.00 ,2679451648.00 ,2773573632.00 ,2756308992.00 ,2806091776.00 ,2749399040.00 ,2730565632.00 ,2584371200.00 ,2786287616.00 ,2789724160.00 ,2793377792.00 ,2815700992.00 ,2790047744.00 ,2816720896.00 ,2617700352.00 ,2772267008.00 ,2770563072.00 ,2596990976.00 ,2802950144.00 ,2593267712.00 ,2815049728.00 ,2534068224.00 ,2735259648.00 ,2891640832.00 ,2785595392.00 ,2791108608.00 ,2823237632.00 ,2767859712.00 ,2765074432.00 ,2780205056.00 ,2746359808.00 ,2792439808.00 ,2843451392.00 ,2679201792.00 ,,175244103680.00 
11:26:15,9699885056.00 ,2943438848.00 ,2757578752.00 ,2802442240.00 ,2732916736.00 ,2777661440.00 ,2792980480.00 ,2790629376.00 ,2777391104.00 ,2717425664.00 ,2731122688.00 ,2734870528.00 ,2651078656.00 ,2746384384.00 ,2759163904.00 ,2779602944.00 ,2833289216.00 ,2744049664.00 ,2688577536.00 ,2778595328.00 ,2757287936.00 ,2759368704.00 ,2804695040.00 ,2804207616.00 ,2772393984.00 ,2767015936.00 ,2822352896.00 ,2777784320.00 ,2682224640.00 ,2774200320.00 ,2759172096.00 ,2795900928.00 ,2750173184.00 ,2733404160.00 ,2596220928.00 ,2792165376.00 ,2792792064.00 ,2794921984.00 ,2814263296.00 ,2778603520.00 ,2818228224.00 ,2606493696.00 ,2768850944.00 ,2771001344.00 ,2600755200.00 ,2804789248.00 ,2593349632.00 ,2815455232.00 ,2534690816.00 ,2737922048.00 ,2892152832.00 ,2796220416.00 ,2791923712.00 ,2825711616.00 ,2756321280.00 ,2765819904.00 ,2779746304.00 ,2744061952.00 ,2778976256.00 ,2847637504.00 ,2679156736.00 ,,175277498368.00 
