Time,emr-header-1/used,emr-worker-1/used,emr-worker-10/used,emr-worker-11/used,emr-worker-12/used,emr-worker-13/used,emr-worker-14/used,emr-worker-15/used,emr-worker-16/used,emr-worker-17/used,emr-worker-18/used,emr-worker-19/used,emr-worker-2/used,emr-worker-20/used,emr-worker-21/used,emr-worker-22/used,emr-worker-23/used,emr-worker-24/used,emr-worker-25/used,emr-worker-26/used,emr-worker-27/used,emr-worker-28/used,emr-worker-29/used,emr-worker-3/used,emr-worker-30/used,emr-worker-31/used,emr-worker-32/used,emr-worker-33/used,emr-worker-34/used,emr-worker-35/used,emr-worker-36/used,emr-worker-37/used,emr-worker-38/used,emr-worker-39/used,emr-worker-4/used,emr-worker-40/used,emr-worker-41/used,emr-worker-42/used,emr-worker-43/used,emr-worker-44/used,emr-worker-45/used,emr-worker-46/used,emr-worker-47/used,emr-worker-48/used,emr-worker-49/used,emr-worker-5/used,emr-worker-50/used,emr-worker-51/used,emr-worker-52/used,emr-worker-53/used,emr-worker-54/used,emr-worker-55/used,emr-worker-56/used,emr-worker-57/used,emr-worker-58/used,emr-worker-59/used,emr-worker-6/used,emr-worker-60/used,emr-worker-61/used,emr-worker-62/used,emr-worker-63/used,emr-worker-64/used,emr-worker-65/used,emr-worker-66/used,emr-worker-67/used,emr-worker-68/used,emr-worker-69/used,emr-worker-7/used,emr-worker-70/used,emr-worker-71/used,emr-worker-72/used,emr-worker-73/used,emr-worker-74/used,emr-worker-75/used,emr-worker-8/used,emr-worker-9/used,,,,,,
10:30:00,9995878400,3367464960,2818670592,2748411904,2720878592,2711973888,2744725504,2771795968,2733776896,2547609600,2821009408,2804232192,2726113280,2748780544,2745782272,2734854144,2721275904,2713681920,2740137984,2742214656,2745274368,2764005376,2802610176,2752053248,2713894912,2698088448,2763378688,2737782784,2728914944,2754265088,2675867648,2698870784,2730803200,2733858816,2713878528,2786586624,2737188864,2833797120,2728222720,2696298496,2737942528,2718670848,2728267776,2763980800,2730041344,2766196736,2757656576,2716024832,2762305536,2793537536,2773962752,2761035776,2762248192,2747486208,2779840512,2707009536,2819911680,2781446144,2771537920,2744664064,2697142272,2707460096,2706989056,2743574528,2771013632,2753400832,2738688000,2743037952,2563158016,2776084480,2716766208,2749718528,2757427200,2743861248,2730012672,2723020800,,2.16E+11,,,,
10:30:15,9887248384,3374419968,2819325952,2751131648,2732310528,2710298624,2746236928,2769248256,2729652224,2552635392,2815389696,2805731328,2724184064,2748628992,2741768192,2736476160,2718228480,2709958656,2744557568,2744508416,2745614336,2768076800,2804170752,2754502656,2715275264,2699685888,2762194944,2739314688,2729209856,2751303680,2676867072,2698371072,2732150784,2733846528,2716610560,2800050176,2736533504,2832162816,2731540480,2697187328,2739417088,2720686080,2728628224,2766041088,2731089920,2763489280,2753441792,2720497664,2760937472,2795896832,2774491136,2760908800,2777296896,2760327168,2785464320,2711212032,2819280896,2782089216,2775085056,2743971840,2698141696,2709581824,2707394560,2745614336,2770620416,2754236416,2756476928,2743287808,2564251648,2777743360,2717310976,2749923328,2757054464,2750865408,2735202304,2722594816,,2.16E+11,,,,
10:30:30,9895067648,3380867072,2818699264,2752327680,2723471360,2713300992,2744852480,2770182144,2728136704,2552045568,2814922752,2806456320,2722439168,2747490304,2742800384,2738163712,2717245440,2711183360,2741899264,2744041472,2747850752,2761064448,2801524736,2754654208,2712973312,2696617984,2762608640,2735472640,2724929536,2753548288,2678530048,2700271616,2731966464,2726981632,2714828800,2789724160,2739048448,2838634496,2728779776,2707197952,2740826112,2713579520,2725548032,2766835712,2735652864,2764713984,2750083072,2716008448,2755588096,2793246720,2784169984,2762190848,2763747328,2755244032,2778263552,2708819968,2818953216,2785611776,2772561920,2747654144,2696265728,2709544960,2705596416,2744868864,2769711104,2754162688,2741297152,2743439360,2562023424,2776444928,2722848768,2748403712,2754805760,2742984704,2734542848,2721210368,,2.16E+11,,,,
10:30:45,9883545600,3370987520,2817589248,2750660608,2722525184,2709536768,2755944448,2770079744,2728046592,2553221120,2812583936,2806714368,2721955840,2750513152,2745769984,2737651712,2718453760,2711404544,2741940224,2746556416,2741547008,2761052160,2801524736,2755690496,2712297472,2695401472,2768302080,2734665728,2727256064,2754375680,2678165504,2713935872,2731450368,2727165952,2715209728,2788208640,2737463296,2829369344,2728341504,2694152192,2733559808,2717200384,2725261312,2765254656,2730164224,2764959744,2746277888,2716205056,2764447744,2795806720,2768220160,2761752576,2761920512,2745536512,2780680192,2709061632,2820792320,2785447936,2776203264,2745974784,2692399104,2709581824,2701451264,2742112256,2762784768,2752847872,2737586176,2742300672,2562584576,2778480640,2719571968,2746056704,2756132864,2742333440,2733502464,2721189888,,2.16E+11,,,,
10:31:00,9899679744,3378294784,2820243456,2750685184,2724376576,2709143552,2743779328,2771861504,2730274816,2553159680,2813939712,2806042624,2720960512,2749038592,2746286080,2738888704,2718965760,2711670784,2742628352,2748100608,2741088256,2759680000,2803941376,2755375104,2712969216,2696949760,2761801728,2735951872,2721910784,2759348224,2677731328,2702061568,2732101632,2728857600,2716241920,2788794368,2738524160,2828419072,2728038400,2693607424,2733449216,2718588928,2727153664,2766573568,2729959424,2766032896,2747875328,2728161280,2757521408,2793652224,2770067456,2760679424,2763698176,2742902784,2780045312,2709807104,2819153920,2785665024,2778025984,2745393152,2704654336,2717769728,2716377088,2742706176,2775134208,2753355776,2738720768,2744893440,2564866048,2777116672,2720583680,2745827328,2761003008,2745954304,2733006848,2720714752,,2.16E+11,,,,
10:31:15,10014851072,3369586688,2821959680,2753826816,2725720064,2711486464,2746621952,2772406272,2729377792,2554437632,2814386176,2805817344,2724184064,2749497344,2760384512,2746318848,2718179328,2713927680,2743853056,2746736640,2742829056,2761814016,2805174272,2754859008,2712002560,2697678848,2764034048,2733920256,2727129088,2754674688,2677923840,2704019456,2744356864,2729893888,2716479488,2789822464,2740563968,2827530240,2729365504,2697084928,2732412928,2718310400,2729140224,2766651392,2732634112,2768678912,2748911616,2722533376,2758348800,2792620032,2771488768,2761494528,2765836288,2742616064,2782339072,2711982080,2819534848,2786308096,2777427968,2753286144,2693365760,2708701184,2704515072,2741481472,2788786176,2755747840,2739572736,2752806912,2563145728,2778447872,2720034816,2747326464,2762633216,2746232832,2736152576,2723491840,,2.16E+11,,,,
10:31:30,9879257088,3355705344,2822795264,2753916928,2725195776,2711629824,2744946688,2772746240,2730598400,2554957824,2812481536,2808418304,2726133760,2750820352,2747207680,2737856512,2719285248,2714550272,2742632448,2747113472,2741092352,2758803456,2803073024,2756284416,2715279360,2697404416,2762784768,2734800896,2727354368,2753875968,2680160256,2702872576,2731864064,2729705472,2715922432,2790494208,2739638272,2827132928,2727997440,2696257536,2733830144,2714521600,2728550400,2766450688,2730180608,2767294464,2748993536,2720403456,2756710400,2792435712,2770202624,2760843264,2766905344,2743558144,2779955200,2709504000,2818809856,2788036608,2777288704,2747056128,2692317184,2708914176,2703503360,2743394304,2773078016,2757001216,2740428800,2744107008,2559242240,2792566784,2721443840,2746355712,2764939264,2745290752,2744061952,2721005568,,2.16E+11,,,,
10:31:45,9876135936,3365945344,2818211840,2753523712,2724413440,2709536768,2745511936,2771296256,2730381312,2568114176,2814185472,2807312384,2726027264,2758598656,2745495552,2738286592,2719133696,2715000832,2743877632,2746482688,2743652352,2761175040,2802933760,2756997120,2713366528,2696986624,2760708096,2734575616,2733977600,2752172032,2679218176,2701533184,2732228608,2728251392,2713587712,2789842944,2740105216,2828992512,2727260160,2695577600,2734059520,2713554944,2727645184,2764898304,2729807872,2765475840,2748309504,2721431552,2756669440,2793508864,2770493440,2759503872,2764525568,2743771136,2778722304,2707476480,2819395584,2785746944,2787020800,2744836096,2690338816,2711146496,2703048704,2755231744,2778320896,2752540672,2739683328,2744971264,2561617920,2778562560,2721013760,2745262080,2762665984,2746286080,2735972352,2722193408,,2.16E+11,,,,
10:32:00,9998315520,3362246656,2821967872,2751512576,2726043648,2708848640,2745696256,2773401600,2729766912,2556211200,2815574016,2809696256,2723876864,2754478080,2748153856,2740297728,2719719424,2721128448,2744152064,2747441152,2745380864,2763624448,2806902784,2757595136,2714505216,2698080256,2762756096,2735648768,2734968832,2753867776,2680524800,2702606336,2730942464,2727616512,2716925952,2790580224,2739564544,2829299712,2725744640,2695901184,2733973504,2725081088,2729115648,2765328384,2730573824,2767155200,2748235776,2721587200,2760327168,2792210432,2769448960,2771681280,2765402112,2742243328,2779791360,2708926464,2816446464,2787819520,2776842240,2745769984,2690203648,2710102016,2700021760,2743676928,2776059904,2752819200,2740490240,2742300672,2564034560,2779521024,2721542144,2763448320,2776535040,2748055552,2737790976,2720710656,,2.16E+11,,,,
10:32:15,9877712896,3362459648,2821574656,2756231168,2727825408,2710532096,2746675200,2772652032,2733080576,2556035072,2813382656,2811027456,2727120896,2754482176,2747912192,2740428800,2718171136,2712760320,2743050240,2747510784,2745577472,2765221888,2805727232,2770571264,2715541504,2699202560,2762354688,2738057216,2737893376,2755350528,2682322944,2703077376,2733912064,2731192320,2719596544,2791481344,2739781632,2826760192,2738851840,2697379840,2736926720,2719449088,2730749952,2768609280,2732789760,2788827136,2752434176,2720751616,2759614464,2811760640,2773741568,2766647296,2768216064,2743996416,2781745152,2711674880,2819764224,2790219776,2779217920,2746474496,2693791744,2713481216,2704879616,2744840192,2778025984,2756132864,2739580928,2745856000,2567766016,2778091520,2722455552,2748252160,2765443072,2748436480,2736508928,2722459648,,2.16E+11,,,,
