Time,emr-worker-100/used,emr-worker-101/used,emr-worker-51/used,emr-worker-52/used,emr-worker-53/used,emr-worker-54/used,emr-worker-55/used,emr-worker-56/used,emr-worker-57/used,emr-worker-58/used,emr-worker-59/used,emr-worker-60/used,emr-worker-61/used,emr-worker-62/used,emr-worker-63/used,emr-worker-64/used,emr-worker-65/used,emr-worker-66/used,emr-worker-67/used,emr-worker-68/used,emr-worker-69/used,emr-worker-70/used,emr-worker-71/used,emr-worker-72/used,emr-worker-73/used,emr-worker-74/used,emr-worker-75/used,emr-worker-76/used,emr-worker-77/used,emr-worker-78/used,emr-worker-79/used,emr-worker-80/used,emr-worker-81/used,emr-worker-82/used,emr-worker-83/used,emr-worker-84/used,emr-worker-85/used,emr-worker-86/used,emr-worker-87/used,emr-worker-88/used,emr-worker-89/used,emr-worker-90/used,emr-worker-91/used,emr-worker-92/used,emr-worker-93/used,emr-worker-94/used,emr-worker-95/used,emr-worker-96/used,emr-worker-97/used,emr-worker-98/used,emr-worker-99/used,,
20:45:00,2773708800.00 ,2708115456.00 ,2745999360.00 ,2703069184.00 ,2703085568.00 ,2717147136.00 ,2739003392.00 ,2788757504.00 ,2754371584.00 ,2678419456.00 ,2692001792.00 ,2688815104.00 ,2710429696.00 ,2671960064.00 ,2684510208.00 ,2756071424.00 ,2727165952.00 ,2741010432.00 ,2649346048.00 ,2725818368.00 ,2709098496.00 ,2683363328.00 ,2716348416.00 ,2668785664.00 ,2660560896.00 ,2704568320.00 ,2701058048.00 ,2709286912.00 ,2688208896.00 ,2661412864.00 ,2727079936.00 ,2701733888.00 ,2689609728.00 ,2662502400.00 ,2700062720.00 ,2675433472.00 ,2688442368.00 ,2709311488.00 ,2751746048.00 ,2701320192.00 ,2683568128.00 ,2734448640.00 ,2690822144.00 ,2686382080.00 ,2715090944.00 ,2734714880.00 ,2678124544.00 ,2688610304.00 ,2693914624.00 ,2661969920.00 ,2675929088.00 ,,137912315904.00 
20:45:15,2774568960.00 ,2708201472.00 ,2747039744.00 ,2706300928.00 ,2690048000.00 ,2716942336.00 ,2743377920.00 ,2788868096.00 ,2755547136.00 ,2679463936.00 ,2692567040.00 ,2688016384.00 ,2711236608.00 ,2685714432.00 ,2677886976.00 ,2754248704.00 ,2727788544.00 ,2742976512.00 ,2650279936.00 ,2727321600.00 ,2709835776.00 ,2683158528.00 ,2719977472.00 ,2667626496.00 ,2661236736.00 ,2706575360.00 ,2700730368.00 ,2710528000.00 ,2689765376.00 ,2662096896.00 ,2727030784.00 ,2689830912.00 ,2691571712.00 ,2666811392.00 ,2701209600.00 ,2675261440.00 ,2687418368.00 ,2695843840.00 ,2752053248.00 ,2699145216.00 ,2689302528.00 ,2738434048.00 ,2690519040.00 ,2685423616.00 ,2713817088.00 ,2730786816.00 ,2679689216.00 ,2690523136.00 ,2694459392.00 ,2663788544.00 ,2678812672.00 ,,137921658880.00 
20:45:30,2771718144.00 ,2707546112.00 ,2746798080.00 ,2709913600.00 ,2689601536.00 ,2713464832.00 ,2741477376.00 ,2790641664.00 ,2764161024.00 ,2686246912.00 ,2690564096.00 ,2686038016.00 ,2711740416.00 ,2672136192.00 ,2687418368.00 ,2750447616.00 ,2729906176.00 ,2738319360.00 ,2647719936.00 ,2734919680.00 ,2707988480.00 ,2685227008.00 ,2714902528.00 ,2664869888.00 ,2654535680.00 ,2707140608.00 ,2696921088.00 ,2706268160.00 ,2684694528.00 ,2662100992.00 ,2726100992.00 ,2688946176.00 ,2703536128.00 ,2665684992.00 ,2701230080.00 ,2686615552.00 ,2689122304.00 ,2694062080.00 ,2751332352.00 ,2699960320.00 ,2689425408.00 ,2729295872.00 ,2687590400.00 ,2689630208.00 ,2713149440.00 ,2742665216.00 ,2677329920.00 ,2683125760.00 ,2690129920.00 ,2663948288.00 ,2673131520.00 ,,137901441024.00 
20:45:45,2772480000.00 ,2709897216.00 ,2751008768.00 ,2707644416.00 ,2688573440.00 ,2715901952.00 ,2740051968.00 ,2789937152.00 ,2758021120.00 ,2676264960.00 ,2704625664.00 ,2688307200.00 ,2711588864.00 ,2675216384.00 ,2677788672.00 ,2752315392.00 ,2731868160.00 ,2741633024.00 ,2647715840.00 ,2726035456.00 ,2708971520.00 ,2684502016.00 ,2718588928.00 ,2667462656.00 ,2657189888.00 ,2708656128.00 ,2700627968.00 ,2710605824.00 ,2689060864.00 ,2663043072.00 ,2727800832.00 ,2690134016.00 ,2691817472.00 ,2665889792.00 ,2699362304.00 ,2676105216.00 ,2689470464.00 ,2693873664.00 ,2749386752.00 ,2701463552.00 ,2691301376.00 ,2723037184.00 ,2689024000.00 ,2688577536.00 ,2713194496.00 ,2731687936.00 ,2678272000.00 ,2698412032.00 ,2693775360.00 ,2665828352.00 ,2680864768.00 ,,137914863616.00 
20:46:00,3133247488.00 ,3101786112.00 ,2744385536.00 ,2841497600.00 ,2767044608.00 ,2713223168.00 ,2741592064.00 ,2802495488.00 ,2754121728.00 ,3000786944.00 ,2693582848.00 ,2688344064.00 ,2852884480.00 ,2673852416.00 ,2927607808.00 ,2886615040.00 ,2979475456.00 ,2902859776.00 ,2843111424.00 ,2726371328.00 ,2961420288.00 ,2682544128.00 ,2717732864.00 ,2993528832.00 ,2713776128.00 ,2703360000.00 ,2700152832.00 ,2708709376.00 ,2688278528.00 ,2659160064.00 ,2726539264.00 ,2969587712.00 ,3019276288.00 ,2668195840.00 ,2975989760.00 ,2675494912.00 ,3009970176.00 ,3022356480.00 ,3072724992.00 ,2987958272.00 ,2691715072.00 ,2732179456.00 ,2964742144.00 ,3022467072.00 ,3043414016.00 ,2731954176.00 ,2679488512.00 ,3011268608.00 ,3022262272.00 ,2664730624.00 ,3036176384.00 ,,145032040448.00 
20:46:15,3165732864.00 ,3364368384.00 ,2746793984.00 ,3298594816.00 ,6767583232.00 ,2716655616.00 ,2745380864.00 ,2790731776.00 ,2759045120.00 ,3300331520.00 ,2693246976.00 ,2689466368.00 ,8055701504.00 ,2674761728.00 ,3287261184.00 ,3333017600.00 ,3323351040.00 ,3305267200.00 ,3213389824.00 ,3259236352.00 ,3313614848.00 ,2681876480.00 ,2718302208.00 ,3301392384.00 ,3190202368.00 ,3253030912.00 ,2701611008.00 ,2711126016.00 ,3234893824.00 ,2662895616.00 ,2728583168.00 ,3277504512.00 ,3322318848.00 ,3214032896.00 ,6822879232.00 ,2674880512.00 ,3296604160.00 ,6827110400.00 ,3364593664.00 ,3306156032.00 ,2691866624.00 ,2726141952.00 ,7861137408.00 ,3305648128.00 ,3343601664.00 ,2734104576.00 ,2693672960.00 ,7968878592.00 ,3322363904.00 ,2668032000.00 ,3324788736.00 ,,180733763584.00 
20:46:30,3160510464.00 ,3765940224.00 ,2745229312.00 ,3660214272.00 ,6766272512.00 ,2714435584.00 ,2741346304.00 ,2790428672.00 ,2758725632.00 ,3638358016.00 ,2691854336.00 ,2683539456.00 ,8221843456.00 ,2671177728.00 ,3645128704.00 ,3719843840.00 ,3692920832.00 ,3686535168.00 ,3596447744.00 ,3684052992.00 ,3658616832.00 ,2683736064.00 ,2717200384.00 ,3652976640.00 ,3599745024.00 ,3676467200.00 ,2696040448.00 ,2706681856.00 ,3655049216.00 ,2663931904.00 ,2731618304.00 ,3627368448.00 ,3672748032.00 ,3649806336.00 ,6821494784.00 ,2677653504.00 ,3644538880.00 ,6823034880.00 ,3712937984.00 ,3645706240.00 ,2690785280.00 ,2733817856.00 ,8054054912.00 ,3690860544.00 ,3721408512.00 ,2732834816.00 ,2679668736.00 ,8130330624.00 ,3721506816.00 ,2666147840.00 ,3672621056.00 ,,190246195200.00 
20:46:45,3166121984.00 ,3921846272.00 ,2742915072.00 ,3875266560.00 ,6767554560.00 ,2717802496.00 ,2740293632.00 ,2789974016.00 ,2759061504.00 ,3830132736.00 ,2694070272.00 ,2686730240.00 ,8293064704.00 ,2672619520.00 ,3849756672.00 ,3923472384.00 ,3897151488.00 ,3894968320.00 ,3808468992.00 ,3895390208.00 ,3867176960.00 ,2680336384.00 ,2719506432.00 ,3868504064.00 ,3813769216.00 ,3896799232.00 ,2700427264.00 ,2709184512.00 ,3858309120.00 ,2665127936.00 ,2726993920.00 ,3838132224.00 ,3860918272.00 ,3857719296.00 ,6828699648.00 ,2674647040.00 ,3861860352.00 ,6834352128.00 ,3927228416.00 ,3853864960.00 ,2688753664.00 ,2723463168.00 ,8296022016.00 ,3881046016.00 ,3906301952.00 ,2731872256.00 ,2679922688.00 ,8608391168.00 ,3868983296.00 ,2675453952.00 ,3853492224.00 ,,195883921408.00 
20:47:00,3453489152.00 ,8069111808.00 ,2745327616.00 ,4744425472.00 ,6822285312.00 ,2715930624.00 ,2739740672.00 ,2789335040.00 ,2757574656.00 ,6411579392.00 ,2692763648.00 ,2684858368.00 ,8282972160.00 ,2672672768.00 ,4950708224.00 ,4824440832.00 ,5056016384.00 ,5054472192.00 ,4812173312.00 ,4440141824.00 ,4967710720.00 ,2682200064.00 ,2717491200.00 ,6977818624.00 ,4427952128.00 ,4237500416.00 ,2699952128.00 ,2709811200.00 ,4373307392.00 ,2663997440.00 ,2728034304.00 ,5138923520.00 ,6982713344.00 ,4334145536.00 ,6867009536.00 ,2675572736.00 ,5225041920.00 ,7677280256.00 ,5211734016.00 ,5078315008.00 ,2692673536.00 ,2733752320.00 ,8378019840.00 ,7147999232.00 ,7197675520.00 ,2732331008.00 ,2679582720.00 ,8670179328.00 ,7143362560.00 ,2674683904.00 ,6532259840.00 ,,237679050752.00 
20:47:15,3598295040.00 ,9796694016.00 ,2743517184.00 ,9066557440.00 ,9505435648.00 ,2715766784.00 ,2740649984.00 ,2790449152.00 ,2760036352.00 ,9202835456.00 ,2693005312.00 ,2686332928.00 ,9314684928.00 ,2674700288.00 ,9262985216.00 ,9212207104.00 ,9252077568.00 ,9232883712.00 ,9178226688.00 ,9077039104.00 ,9201446912.00 ,2682474496.00 ,2717696000.00 ,9425219584.00 ,8970448896.00 ,9034694656.00 ,2701041664.00 ,2709065728.00 ,9010425856.00 ,2663006208.00 ,2727829504.00 ,9196027904.00 ,9441533952.00 ,8999628800.00 ,9553395712.00 ,2677235712.00 ,9226092544.00 ,9721409536.00 ,9259503616.00 ,9228840960.00 ,2690199552.00 ,2726465536.00 ,9489653760.00 ,9470738432.00 ,9828986880.00 ,2732916736.00 ,2680479744.00 ,9588236288.00 ,9765097472.00 ,2676301824.00 ,9264107520.00 ,,337564581888.00 
