Time,emr-header-1/used,emr-worker-1/used,emr-worker-10/used,emr-worker-11/used,emr-worker-12/used,emr-worker-13/used,emr-worker-14/used,emr-worker-15/used,emr-worker-16/used,emr-worker-17/used,emr-worker-18/used,emr-worker-19/used,emr-worker-2/used,emr-worker-20/used,emr-worker-21/used,emr-worker-22/used,emr-worker-23/used,emr-worker-24/used,emr-worker-25/used,emr-worker-26/used,emr-worker-27/used,emr-worker-28/used,emr-worker-29/used,emr-worker-3/used,emr-worker-30/used,emr-worker-31/used,emr-worker-32/used,emr-worker-33/used,emr-worker-34/used,emr-worker-35/used,emr-worker-36/used,emr-worker-37/used,emr-worker-38/used,emr-worker-39/used,emr-worker-4/used,emr-worker-40/used,emr-worker-41/used,emr-worker-42/used,emr-worker-43/used,emr-worker-44/used,emr-worker-45/used,emr-worker-46/used,emr-worker-47/used,emr-worker-48/used,emr-worker-49/used,emr-worker-5/used,emr-worker-50/used,emr-worker-6/used,emr-worker-7/used,emr-worker-8/used,emr-worker-9/used,,,,,,
21:15:00,9553960960.00 ,2972004352.00 ,2550374400.00 ,2578448384.00 ,2509930496.00 ,2545569792.00 ,2526097408.00 ,2528124928.00 ,2478809088.00 ,2445164544.00 ,2463948800.00 ,2571378688.00 ,2707615744.00 ,2519023616.00 ,2551238656.00 ,2555154432.00 ,2493988864.00 ,2489126912.00 ,2545520640.00 ,2581778432.00 ,2511974400.00 ,2478669824.00 ,2471964672.00 ,2512265216.00 ,2623303680.00 ,2484023296.00 ,2551070720.00 ,2529652736.00 ,2528243712.00 ,2550767616.00 ,2474745856.00 ,2530484224.00 ,2463682560.00 ,2480803840.00 ,2530304000.00 ,2579390464.00 ,2522669056.00 ,2508435456.00 ,2501472256.00 ,2571419648.00 ,2584420352.00 ,2475868160.00 ,2470559744.00 ,2487664640.00 ,2492600320.00 ,2455965696.00 ,2482724864.00 ,2498199552.00 ,2463113216.00 ,2481827840.00 ,2577121280.00 ,,136042668032.00 ,,,,
21:15:15,9552695296.00 ,2984005632.00 ,2549186560.00 ,2577989632.00 ,2513047552.00 ,2545676288.00 ,2526105600.00 ,2528030720.00 ,2481602560.00 ,2447499264.00 ,2464374784.00 ,2572398592.00 ,2705604608.00 ,2519244800.00 ,2551701504.00 ,2562392064.00 ,2494300160.00 ,2492293120.00 ,2550607872.00 ,2583207936.00 ,2520350720.00 ,2485063680.00 ,2473172992.00 ,2512916480.00 ,2624397312.00 ,2502823936.00 ,2550226944.00 ,2533142528.00 ,2531790848.00 ,2554519552.00 ,2472251392.00 ,2537709568.00 ,2465804288.00 ,2481385472.00 ,2531647488.00 ,2579824640.00 ,2523242496.00 ,2510884864.00 ,2502668288.00 ,2576351232.00 ,2583838720.00 ,2481786880.00 ,2468204544.00 ,2488770560.00 ,2494238720.00 ,2469892096.00 ,2491142144.00 ,2514919424.00 ,2466324480.00 ,2485256192.00 ,2579468288.00 ,,136195981312.00 ,,,,
21:15:30,9546436608.00 ,2961764352.00 ,2554032128.00 ,2579644416.00 ,2510671872.00 ,2544951296.00 ,2524798976.00 ,2527318016.00 ,2484625408.00 ,2444107776.00 ,2463383552.00 ,2573398016.00 ,2708750336.00 ,2527051776.00 ,2547761152.00 ,2563584000.00 ,2494885888.00 ,2491920384.00 ,2548924416.00 ,2581405696.00 ,2514685952.00 ,2482753536.00 ,2471256064.00 ,2517712896.00 ,2624442368.00 ,2491875328.00 ,2545426432.00 ,2527703040.00 ,2538291200.00 ,2555543552.00 ,2474180608.00 ,2538901504.00 ,2464231424.00 ,2476826624.00 ,2531323904.00 ,2595512320.00 ,2521366528.00 ,2507575296.00 ,2503929856.00 ,2575409152.00 ,2586628096.00 ,2482200576.00 ,2465423360.00 ,2485227520.00 ,2493726720.00 ,2458730496.00 ,2489663488.00 ,2499854336.00 ,2467602432.00 ,2486317056.00 ,2581381120.00 ,,136135118848.00 ,,,,
21:15:45,9545207808.00 ,2959314944.00 ,2552074240.00 ,2579312640.00 ,2515533824.00 ,2544328704.00 ,2526375936.00 ,2527461376.00 ,2487775232.00 ,2448449536.00 ,2463195136.00 ,2572378112.00 ,2709192704.00 ,2524827648.00 ,2551906304.00 ,2563870720.00 ,2496315392.00 ,2501160960.00 ,2549571584.00 ,2582147072.00 ,2513510400.00 ,2483085312.00 ,2473914368.00 ,2518523904.00 ,2625486848.00 ,2495152128.00 ,2549481472.00 ,2530754560.00 ,2551029760.00 ,2570022912.00 ,2476691456.00 ,2539913216.00 ,2465505280.00 ,2480521216.00 ,2532823040.00 ,2583855104.00 ,2524635136.00 ,2509967360.00 ,2504110080.00 ,2576273408.00 ,2585788416.00 ,2487836672.00 ,2469216256.00 ,2487754752.00 ,2497699840.00 ,2461564928.00 ,2492973056.00 ,2500468736.00 ,2470113280.00 ,2485559296.00 ,2580185088.00 ,,136224817152.00 ,,,,
21:16:00,9557565440.00 ,2972344320.00 ,2564644864.00 ,2582396928.00 ,2517528576.00 ,2545610752.00 ,2530353152.00 ,2530254848.00 ,2481795072.00 ,2446778368.00 ,2466627584.00 ,2572857344.00 ,2710556672.00 ,2524323840.00 ,2565758976.00 ,2568495104.00 ,2500165632.00 ,2490249216.00 ,2551607296.00 ,2582568960.00 ,2515894272.00 ,2482647040.00 ,2475900928.00 ,2520141824.00 ,2628759552.00 ,2491584512.00 ,2563919872.00 ,2544033792.00 ,2536005632.00 ,2554011648.00 ,2476044288.00 ,2542104576.00 ,2465865728.00 ,2493390848.00 ,2532016128.00 ,2586861568.00 ,2533048320.00 ,2508632064.00 ,2506301440.00 ,2579161088.00 ,2584154112.00 ,2480676864.00 ,2471964672.00 ,2489446400.00 ,2498375680.00 ,2459684864.00 ,2492764160.00 ,2497941504.00 ,2467135488.00 ,2483986432.00 ,2580967424.00 ,,136305905664.00 ,,,,
21:16:15,9549869056.00 ,2959552512.00 ,2552025088.00 ,2580459520.00 ,2518016000.00 ,2545971200.00 ,2529275904.00 ,2532024320.00 ,2488430592.00 ,2447253504.00 ,2466643968.00 ,2578968576.00 ,2715955200.00 ,2522050560.00 ,2557300736.00 ,2563084288.00 ,2501632000.00 ,2492551168.00 ,2552315904.00 ,2582634496.00 ,2514587648.00 ,2485108736.00 ,2476163072.00 ,2521018368.00 ,2628517888.00 ,2493288448.00 ,2553438208.00 ,2533597184.00 ,2538074112.00 ,2557616128.00 ,2476662784.00 ,2543894528.00 ,2464931840.00 ,2482847744.00 ,2533539840.00 ,2587086848.00 ,2524192768.00 ,2512683008.00 ,2506964992.00 ,2578935808.00 ,2585739264.00 ,2482614272.00 ,2479984640.00 ,2490593280.00 ,2502025216.00 ,2461368320.00 ,2493329408.00 ,2499588096.00 ,2470395904.00 ,2487009280.00 ,2581487616.00 ,,136283299840.00 ,,,,
21:16:30,9562673152.00 ,2973175808.00 ,2553663488.00 ,2595545088.00 ,2525941760.00 ,2552299520.00 ,2531561472.00 ,2533228544.00 ,2490753024.00 ,2461093888.00 ,2465374208.00 ,2574426112.00 ,2709348352.00 ,2521890816.00 ,2554294272.00 ,2562498560.00 ,2500542464.00 ,2493501440.00 ,2553757696.00 ,2581594112.00 ,2514067456.00 ,2487410688.00 ,2473943040.00 ,2522484736.00 ,2635649024.00 ,2494799872.00 ,2549972992.00 ,2533945344.00 ,2538131456.00 ,2558509056.00 ,2486358016.00 ,2545573888.00 ,2466238464.00 ,2481192960.00 ,2530652160.00 ,2586468352.00 ,2520023040.00 ,2512764928.00 ,2505175040.00 ,2584399872.00 ,2589085696.00 ,2482995200.00 ,2477350912.00 ,2486829056.00 ,2496315392.00 ,2463096832.00 ,2498605056.00 ,2502189056.00 ,2470690816.00 ,2486280192.00 ,2584997888.00 ,,136363360256.00 ,,,,
21:16:45,9566203904.00 ,2969403392.00 ,2553667584.00 ,2583810048.00 ,2521772032.00 ,2548527104.00 ,2532204544.00 ,2533150720.00 ,2502377472.00 ,2448678912.00 ,2468626432.00 ,2573672448.00 ,2709569536.00 ,2524483584.00 ,2557071360.00 ,2564079616.00 ,2501365760.00 ,2493624320.00 ,2554527744.00 ,2581364736.00 ,2515030016.00 ,2487521280.00 ,2480332800.00 ,2523967488.00 ,2628689920.00 ,2495442944.00 ,2551685120.00 ,2539958272.00 ,2538651648.00 ,2559201280.00 ,2479403008.00 ,2544021504.00 ,2468438016.00 ,2484367360.00 ,2535620608.00 ,2587480064.00 ,2529943552.00 ,2514051072.00 ,2506248192.00 ,2580520960.00 ,2590457856.00 ,2484523008.00 ,2480181248.00 ,2488221696.00 ,2500206592.00 ,2467840000.00 ,2501496832.00 ,2505134080.00 ,2471624704.00 ,2490224640.00 ,2583777280.00 ,,136402444288.00 ,,,,
21:17:00,9556918272.00 ,2966241280.00 ,2554179584.00 ,2584272896.00 ,2520788992.00 ,2549399552.00 ,2532716544.00 ,2536103936.00 ,2493100032.00 ,2446282752.00 ,2466922496.00 ,2574426112.00 ,2711674880.00 ,2526375936.00 ,2558484480.00 ,2565439488.00 ,2498367488.00 ,2494808064.00 ,2554105856.00 ,2583318528.00 ,2517864448.00 ,2491453440.00 ,2486452224.00 ,2527125504.00 ,2629414912.00 ,2495954944.00 ,2554228736.00 ,2538389504.00 ,2540654592.00 ,2557247488.00 ,2477780992.00 ,2547351552.00 ,2470391808.00 ,2485538816.00 ,2542108672.00 ,2589360128.00 ,2527862784.00 ,2515193856.00 ,2507341824.00 ,2581393408.00 ,2592899072.00 ,2490363904.00 ,2485719040.00 ,2487713792.00 ,2501742592.00 ,2465198080.00 ,2503581696.00 ,2504155136.00 ,2468737024.00 ,2487992320.00 ,2583412736.00 ,,136428552192.00 ,,,,
21:17:15,9548316672.00 ,2966511616.00 ,2555379712.00 ,2584084480.00 ,2520584192.00 ,2549936128.00 ,2534518784.00 ,2535211008.00 ,2497028096.00 ,2450685952.00 ,2468810752.00 ,2577731584.00 ,2710605824.00 ,2527600640.00 ,2557206528.00 ,2563432448.00 ,2500997120.00 ,2496233472.00 ,2556706816.00 ,2585407488.00 ,2516066304.00 ,2489028608.00 ,2484039680.00 ,2525671424.00 ,2629283840.00 ,2498445312.00 ,2555473920.00 ,2540228608.00 ,2541748224.00 ,2558607360.00 ,2478903296.00 ,2547343360.00 ,2469306368.00 ,2483499008.00 ,2535677952.00 ,2588692480.00 ,2528301056.00 ,2515898368.00 ,2508230656.00 ,2579918848.00 ,2593087488.00 ,2492043264.00 ,2487324672.00 ,2490064896.00 ,2500874240.00 ,2470305792.00 ,2505089024.00 ,2504548352.00 ,2471395328.00 ,2490609664.00 ,2591510528.00 ,,136458207232.00 ,,,,
